method	class	precision	recall	f1_score	support	specificity	Cell Labels	category	dataset
scmapcell	T.CD8	0.782178218	0.044911882	0.084946237	1759	0.995703125	T.CD8	Immune	Melanoma
scmapcell	T.CELL	0.257142857	0.012747875	0.024291498	706	0.99578811	T.CELL	Immune	Melanoma
scmapcell	UNLABELED	0	0	0	0	0.402965547			Melanoma
scmapcluster	B.CELL	1	0.001222494	0.002442002	818	1	B.CELL	Immune	Melanoma
scmapcluster	CAF	0.516129032	0.452830189	0.48241206	106	0.993355972	CAF	Fibroblast	Melanoma
scmapcluster	ENDO.	0.882352941	0.432692308	0.580645161	104	0.999114391	ENDO.	Endothelial	Melanoma
scmapcluster	MACROPHAGE	0.895631068	0.878571429	0.887019231	420	0.993342623	MACROPHAGE	Immune	Melanoma
scmapcluster	MAL	0.978583196	0.883052527	0.928366762	2018	0.991976959	MAL	Tumour	Melanoma
scmapcluster	NK	0	0	0	92	1	NK	Immune	Melanoma
scmapcluster	T.CD4	0.777777778	0.00817757	0.016184971	856	0.99966794	T.CD4	Immune	Melanoma
scmapcluster	T.CD8	0.833333333	0.002842524	0.005665722	1759	0.999804688	T.CD8	Immune	Melanoma
scmapcluster	T.CELL	0	0	0	706	1	T.CELL	Immune	Melanoma
scmapcluster	UNLABELED	0	0	0	0	0.34787033			Melanoma
singleR	B.CELL	0.977128335	0.9400978	0.958255452	818	0.997030193	B.CELL	Immune	Melanoma
singleR	CAF	0.916666667	0.726415094	0.810526316	106	0.998966485	CAF	Fibroblast	Melanoma
singleR	ENDO.	0.967032967	0.846153846	0.902564103	104	0.999557196	ENDO.	Endothelial	Melanoma
singleR	MACROPHAGE	0.880434783	0.964285714	0.920454545	420	0.99148475	MACROPHAGE	Immune	Melanoma
singleR	MAL	0.954676953	0.981169475	0.967741935	2018	0.980662415	MAL	Tumour	Melanoma
singleR	NK	0.496932515	0.880434783	0.635294118	92	0.987918079	NK	Immune	Melanoma
singleR	T.CD4	0.623376623	0.785046729	0.694932782	856	0.932591732	T.CD4	Immune	Melanoma
singleR	T.CD8	0.916666667	0.825469016	0.868680826	1759	0.97421875	T.CD8	Immune	Melanoma
singleR	T.CELL	0.455197133	0.359773371	0.401898734	706	0.95075328	T.CELL	Immune	Melanoma
cibersort	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
cibersort	EPITHELIAL	0.821752266	1	0.902155887	272	0.32183908	EPITHELIAL	Tumour	Colorectal
cibersort	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
cibersort	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
cibersort	TCELL	0.928571429	0.764705882	0.838709677	34	0.993846154	TCELL	Immune	Colorectal
gsea	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
gsea	EPITHELIAL	0.821752266	1	0.902155887	272	0.32183908	EPITHELIAL	Tumour	Colorectal
gsea	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
gsea	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
gsea	TCELL	0.928571429	0.764705882	0.838709677	34	0.993846154	TCELL	Immune	Colorectal
gsva	BCELL	0.078014184	0.647058824	0.139240506	17	0.619883041	BCELL	Immune	Colorectal
gsva	EPITHELIAL	0.976	0.448529412	0.614609572	272	0.965517241	EPITHELIAL	Tumour	Colorectal
gsva	FIBROBLAST	0.213114754	0.764705882	0.333333333	17	0.859649123	FIBROBLAST	Fibroblast	Colorectal
gsva	MACROPHAGE	0.03125	0.052631579	0.039215686	19	0.908823529	MACROPHAGE	Immune	Colorectal
gsva	TCELL	0	0	0	34	1	TCELL	Immune	Colorectal
metaneighbor	BCELL	0.079646018	0.529411765	0.138461538	17	0.695906433	BCELL	Immune	Colorectal
metaneighbor	EPITHELIAL	1	0.154411765	0.267515924	272	1	EPITHELIAL	Tumour	Colorectal
metaneighbor	FIBROBLAST	0.213114754	0.764705882	0.333333333	17	0.859649123	FIBROBLAST	Fibroblast	Colorectal
metaneighbor	MACROPHAGE	0.03125	0.052631579	0.039215686	19	0.908823529	MACROPHAGE	Immune	Colorectal
metaneighbor	TCELL	0.234234234	0.764705882	0.35862069	34	0.738461538	TCELL	Immune	Colorectal
ora	BCELL	0	0	0	17	0.947368421	BCELL	Immune	Colorectal
ora	EPITHELIAL	0.869009585	1	0.92991453	272	0.528735632	EPITHELIAL	Tumour	Colorectal
ora	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
ora	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
ora	TCELL	0.928571429	0.764705882	0.838709677	34	0.993846154	TCELL	Immune	Colorectal
adobo	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
adobo	EPITHELIAL	0.858823529	0.268382353	0.408963585	272	0.862068966	EPITHELIAL	Tumour	Colorectal
adobo	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
adobo	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
adobo	TCELL	0.928571429	0.764705882	0.838709677	34	0.993846154	TCELL	Immune	Colorectal
adobo	Unknown	0	0	0	0	0.314763231			Colorectal
sccatch	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
sccatch	EPITHELIAL	0	0	0	272	1	EPITHELIAL	Tumour	Colorectal
sccatch	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
sccatch	MACROPHAGE	0.944444444	0.894736842	0.918918919	19	0.997058824	MACROPHAGE	Immune	Colorectal
sccatch	TCELL	0.928571429	0.764705882	0.838709677	34	0.993846154	TCELL	Immune	Colorectal
sccatch	Unknown	0	0	0	0	0.128133705			Colorectal
SVM	BCELL	1	0.529411765	0.692307692	17	1	BCELL	Immune	Colorectal
SVM	EPITHELIAL	0.928327645	1	0.962831858	272	0.75862069	EPITHELIAL	Tumour	Colorectal
SVM	FIBROBLAST	1	0.823529412	0.903225806	17	1	FIBROBLAST	Fibroblast	Colorectal
SVM	MACROPHAGE	0.9375	0.789473684	0.857142857	19	0.997058824	MACROPHAGE	Immune	Colorectal
SVM	TCELL	0.962962963	0.764705882	0.852459016	34	0.996923077	TCELL	Immune	Colorectal
SVMrej	BCELL	1	0.294117647	0.454545455	17	1	BCELL	Immune	Colorectal
SVMrej	EPITHELIAL	0.992395437	0.959558824	0.975700935	272	0.977011494	EPITHELIAL	Tumour	Colorectal
SVMrej	FIBROBLAST	1	0.411764706	0.583333333	17	1	FIBROBLAST	Fibroblast	Colorectal
SVMrej	MACROPHAGE	1	0.473684211	0.642857143	19	1	MACROPHAGE	Immune	Colorectal
SVMrej	TCELL	0.952380952	0.588235294	0.727272727	34	0.996923077	TCELL	Immune	Colorectal
SVMrej	UNLABELED	0	0	0	0	0.849582173			Colorectal
RF	BCELL	1	0.058823529	0.111111111	17	1	BCELL	Immune	Colorectal
RF	EPITHELIAL	0.863492063	1	0.926746167	272	0.505747126	EPITHELIAL	Tumour	Colorectal
RF	FIBROBLAST	1	0.470588235	0.64	17	1	FIBROBLAST	Fibroblast	Colorectal
RF	MACROPHAGE	1	0.421052632	0.592592593	19	1	MACROPHAGE	Immune	Colorectal
RF	TCELL	0.888888889	0.705882353	0.786885246	34	0.990769231	TCELL	Immune	Colorectal
LDA	BCELL	0	0	0	17	0.988304094	BCELL	Immune	Colorectal
LDA	EPITHELIAL	0.836012862	0.955882353	0.89193825	272	0.413793103	EPITHELIAL	Tumour	Colorectal
LDA	FIBROBLAST	0.7	0.411764706	0.518518519	17	0.99122807	FIBROBLAST	Fibroblast	Colorectal
LDA	MACROPHAGE	0.454545455	0.263157895	0.333333333	19	0.982352941	MACROPHAGE	Immune	Colorectal
LDA	TCELL	0.869565217	0.588235294	0.701754386	34	0.990769231	TCELL	Immune	Colorectal
LDArej	BCELL	0	0	0	17	0.988304094	BCELL	Immune	Colorectal
LDArej	EPITHELIAL	0.852459016	0.955882353	0.901213172	272	0.482758621	EPITHELIAL	Tumour	Colorectal
LDArej	FIBROBLAST	0.625	0.294117647	0.4	17	0.99122807	FIBROBLAST	Fibroblast	Colorectal
LDArej	MACROPHAGE	0.25	0.105263158	0.148148148	19	0.982352941	MACROPHAGE	Immune	Colorectal
LDArej	TCELL	0.8125	0.382352941	0.52	34	0.990769231	TCELL	Immune	Colorectal
LDArej	UNLABELED	0	0	0	0	0.949860724			Colorectal
NMC	BCELL	0.888888889	0.470588235	0.615384615	17	0.997076023	BCELL	Immune	Colorectal
NMC	EPITHELIAL	0.955223881	0.705882353	0.811839323	272	0.896551724	EPITHELIAL	Tumour	Colorectal
NMC	FIBROBLAST	1	0.647058824	0.785714286	17	1	FIBROBLAST	Fibroblast	Colorectal
NMC	MACROPHAGE	0.5	0.736842105	0.595744681	19	0.958823529	MACROPHAGE	Immune	Colorectal
NMC	TCELL	0.309090909	1	0.472222222	34	0.766153846	TCELL	Immune	Colorectal
kNN9	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
kNN9	EPITHELIAL	0.759776536	1	0.863492063	272	0.011494253	EPITHELIAL	Tumour	Colorectal
kNN9	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
kNN9	MACROPHAGE	1	0.052631579	0.1	19	1	MACROPHAGE	Immune	Colorectal
kNN9	TCELL	0	0	0	34	1	TCELL	Immune	Colorectal
ACTINN	BCELL	0.857142857	0.352941176	0.5	17	0.997076023	BCELL	Immune	Colorectal
ACTINN	EPITHELIAL	0.900662252	1	0.947735192	272	0.655172414	EPITHELIAL	Tumour	Colorectal
ACTINN	FIBROBLAST	1	0.529411765	0.692307692	17	1	FIBROBLAST	Fibroblast	Colorectal
ACTINN	MACROPHAGE	0.769230769	0.526315789	0.625	19	0.991176471	MACROPHAGE	Immune	Colorectal
ACTINN	TCELL	0.892857143	0.735294118	0.806451613	34	0.990769231	TCELL	Immune	Colorectal
scVI	BCELL	0.857142857	0.705882353	0.774193548	17	0.994152047	BCELL	Immune	Colorectal
scVI	EPITHELIAL	0.989090909	1	0.994515539	272	0.965517241	EPITHELIAL	Tumour	Colorectal
scVI	FIBROBLAST	1	0.941176471	0.96969697	17	1	FIBROBLAST	Fibroblast	Colorectal
scVI	MACROPHAGE	0.894736842	0.894736842	0.894736842	19	0.994117647	MACROPHAGE	Immune	Colorectal
scVI	TCELL	0.885714286	0.911764706	0.898550725	34	0.987692308	TCELL	Immune	Colorectal
Cell_BLAST	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
Cell_BLAST	EPITHELIAL	0.766197183	1	0.867623604	272	0.045977011	EPITHELIAL	Tumour	Colorectal
Cell_BLAST	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
Cell_BLAST	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
Cell_BLAST	TCELL	0	0	0	34	1	TCELL	Immune	Colorectal
Cell_BLAST	UNLABELED	0	0	0	0	0.988857939			Colorectal
SingleCellNet	BCELL	1	0.294117647	0.454545455	17	1	BCELL	Immune	Colorectal
SingleCellNet	EPITHELIAL	0.937931034	1	0.96797153	272	0.793103448	EPITHELIAL	Tumour	Colorectal
SingleCellNet	FIBROBLAST	1	0.705882353	0.827586207	17	1	FIBROBLAST	Fibroblast	Colorectal
SingleCellNet	MACROPHAGE	1	0.526315789	0.689655172	19	1	MACROPHAGE	Immune	Colorectal
SingleCellNet	TCELL	0.928571429	0.764705882	0.838709677	34	0.993846154	TCELL	Immune	Colorectal
SingleCellNet	UNLABELED	0	0	0	0	0.961002786			Colorectal
LAmbDA	BCELL	0.210526316	0.470588235	0.290909091	17	0.912280702	BCELL	Immune	Colorectal
LAmbDA	EPITHELIAL	0.938325991	0.783088235	0.853707415	272	0.83908046	EPITHELIAL	Tumour	Colorectal
LAmbDA	FIBROBLAST	0.375	0.705882353	0.489795918	17	0.941520468	FIBROBLAST	Fibroblast	Colorectal
LAmbDA	MACROPHAGE	0.387096774	0.631578947	0.48	19	0.944117647	MACROPHAGE	Immune	Colorectal
LAmbDA	TCELL	0.64516129	0.588235294	0.615384615	34	0.966153846	TCELL	Immune	Colorectal
scPred	BCELL	0.928571429	0.764705882	0.838709677	17	0.997076023	BCELL	Immune	Colorectal
scPred	EPITHELIAL	0.964539007	1	0.981949458	272	0.885057471	EPITHELIAL	Tumour	Colorectal
scPred	FIBROBLAST	1	0.764705882	0.866666667	17	1	FIBROBLAST	Fibroblast	Colorectal
scPred	MACROPHAGE	0.904761905	1	0.95	19	0.994117647	MACROPHAGE	Immune	Colorectal
scPred	TCELL	0.964285714	0.794117647	0.870967742	34	0.996923077	TCELL	Immune	Colorectal
scPred	UNLABELED	0	0	0	0	0.997214485			Colorectal
CaSTLe	BCELL	1	0.117647059	0.210526316	17	1	BCELL	Immune	Colorectal
CaSTLe	EPITHELIAL	0.900662252	1	0.947735192	272	0.655172414	EPITHELIAL	Tumour	Colorectal
CaSTLe	FIBROBLAST	1	0.588235294	0.740740741	17	1	FIBROBLAST	Fibroblast	Colorectal
CaSTLe	MACROPHAGE	0.5	0.157894737	0.24	19	0.991176471	MACROPHAGE	Immune	Colorectal
CaSTLe	TCELL	0.666666667	0.764705882	0.712328767	34	0.96	TCELL	Immune	Colorectal
CHETAH	BCELL	0.928571429	0.764705882	0.838709677	17	0.997076023	BCELL	Immune	Colorectal
CHETAH	EPITHELIAL	0.995867769	0.886029412	0.937743191	272	0.988505747	EPITHELIAL	Tumour	Colorectal
CHETAH	FIBROBLAST	0.941176471	0.941176471	0.941176471	17	0.997076023	FIBROBLAST	Fibroblast	Colorectal
CHETAH	MACROPHAGE	0.75	0.789473684	0.769230769	19	0.985294118	MACROPHAGE	Immune	Colorectal
CHETAH	TCELL	0.965517241	0.823529412	0.888888889	34	0.996923077	TCELL	Immune	Colorectal
CHETAH	UNLABELED	0	0	0	0	0.896935933			Colorectal
scID	BCELL	1	0.117647059	0.210526316	17	1	BCELL	Immune	Colorectal
scID	EPITHELIAL	1	0.191176471	0.320987654	272	1	EPITHELIAL	Tumour	Colorectal
scID	FIBROBLAST	0.941176471	0.941176471	0.941176471	17	0.997076023	FIBROBLAST	Fibroblast	Colorectal
scID	MACROPHAGE	1	0.315789474	0.48	19	1	MACROPHAGE	Immune	Colorectal
scID	TCELL	0	0	0	34	1	TCELL	Immune	Colorectal
scID	UNLABELED	0	0	0	0	0.21448468			Colorectal
scmapcell	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
scmapcell	EPITHELIAL	0.847826087	0.860294118	0.854014599	272	0.517241379	EPITHELIAL	Tumour	Colorectal
scmapcell	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
scmapcell	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
scmapcell	TCELL	0	0	0	34	1	TCELL	Immune	Colorectal
scmapcell	UNLABELED	0	0	0	0	0.768802228			Colorectal
scmapcluster	BCELL	0	0	0	17	1	BCELL	Immune	Colorectal
scmapcluster	EPITHELIAL	0.98245614	0.411764706	0.580310881	272	0.977011494	EPITHELIAL	Tumour	Colorectal
scmapcluster	FIBROBLAST	0	0	0	17	1	FIBROBLAST	Fibroblast	Colorectal
scmapcluster	MACROPHAGE	0	0	0	19	1	MACROPHAGE	Immune	Colorectal
scmapcluster	TCELL	0	0	0	34	1	TCELL	Immune	Colorectal
scmapcluster	UNLABELED	0	0	0	0	0.317548747			Colorectal
singleR	BCELL	0.923076923	0.705882353	0.8	17	0.997076023	BCELL	Immune	Colorectal
singleR	EPITHELIAL	0.974910394	1	0.987295826	272	0.91954023	EPITHELIAL	Tumour	Colorectal
singleR	FIBROBLAST	1	0.941176471	0.96969697	17	1	FIBROBLAST	Fibroblast	Colorectal
singleR	MACROPHAGE	0.944444444	0.894736842	0.918918919	19	0.997058824	MACROPHAGE	Immune	Colorectal
singleR	TCELL	0.96969697	0.941176471	0.955223881	34	0.996923077	TCELL	Immune	Colorectal
cibersort	ALVEOLAR_CELL	0	0	0	1335	1	ALVEOLAR_CELL	Epithelial	Lung
cibersort	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
cibersort	B_CELLS	0.995234313	0.616482165	0.761355005	4065	0.99974848	B_CELLS	Immune	Lung
cibersort	CANCER_CELLS	0.640553869	0.454876078	0.531978576	7424	0.957272666	CANCER_CELLS	Tumour	Lung
cibersort	DENDRITIC_CELLS	0	0	0	586	1	DENDRITIC_CELLS	Immune	Lung
cibersort	ENDOTHELIAL_CELL	0.192761807	0.99668215	0.323045489	1507	0.874870693	ENDOTHELIAL_CELL	Endothelial	Lung
cibersort	EPITHELIAL_CELLS	0	0	0	381	1	EPITHELIAL_CELLS	Epithelial	Lung
cibersort	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
cibersort	FIBROBLASTS	0.981119353	0.996575342	0.988786952	1460	0.999443506	FIBROBLASTS	Fibroblast	Lung
cibersort	GRANULOCYTES	0	0	0	477	1	GRANULOCYTES	Immune	Lung
cibersort	LANGERHANS_CELLS	0	0	0	714	1	LANGERHANS_CELLS	Immune	Lung
cibersort	LYMPHATIC_EC	0	0	0	85	1	LYMPHATIC_EC	Endothelial	Lung
cibersort	MACROPHAGES	0.24027707	0.998255886	0.387325986	8027	0.420864954	MACROPHAGES	Immune	Lung
cibersort	MAST_CELLS	0.996710526	0.98858075	0.992628993	613	0.999960908	MAST_CELLS	Immune	Lung
cibersort	NATURAL_KILLER_CELLS	0	0	0	1741	1	NATURAL_KILLER_CELLS	Immune	Lung
cibersort	SECRETORY_CLUB_CELLS	0	0	0	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
cibersort	T_CELLS	0.952191235	0.03097326	0.059994979	23149	0.998742402	T_CELLS	Immune	Lung
gsea	ALVEOLAR_CELL	0	0	0	1335	1	ALVEOLAR_CELL	Epithelial	Lung
gsea	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
gsea	B_CELLS	0.995234313	0.616482165	0.761355005	4065	0.99974848	B_CELLS	Immune	Lung
gsea	CANCER_CELLS	0.992840095	0.056034483	0.106081856	7424	0.999932358	CANCER_CELLS	Tumour	Lung
gsea	DENDRITIC_CELLS	0.0001545	0.003412969	0.000295617	586	0.747152709	DENDRITIC_CELLS	Immune	Lung
gsea	ENDOTHELIAL_CELL	0.192761807	0.99668215	0.323045489	1507	0.874870693	ENDOTHELIAL_CELL	Endothelial	Lung
gsea	EPITHELIAL_CELLS	0	0	0	381	1	EPITHELIAL_CELLS	Epithelial	Lung
gsea	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
gsea	FIBROBLASTS	0.287833828	0.996575342	0.44666155	1460	0.92845076	FIBROBLASTS	Fibroblast	Lung
gsea	GRANULOCYTES	0	0	0	477	1	GRANULOCYTES	Immune	Lung
gsea	LANGERHANS_CELLS	0	0	0	714	1	LANGERHANS_CELLS	Immune	Lung
gsea	LYMPHATIC_EC	0	0	0	85	1	LYMPHATIC_EC	Endothelial	Lung
gsea	MACROPHAGES	0.342817616	0.92612433	0.500403877	8027	0.674247966	MACROPHAGES	Immune	Lung
gsea	MAST_CELLS	0.996710526	0.98858075	0.992628993	613	0.999960908	MAST_CELLS	Immune	Lung
gsea	NATURAL_KILLER_CELLS	0	0	0	1741	1	NATURAL_KILLER_CELLS	Immune	Lung
gsea	SECRETORY_CLUB_CELLS	0	0	0	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
gsea	T_CELLS	0.952191235	0.03097326	0.059994979	23149	0.998742402	T_CELLS	Immune	Lung
gsva	ALVEOLAR_CELL	0	0	0	1335	1	ALVEOLAR_CELL	Epithelial	Lung
gsva	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
gsva	B_CELLS	0.992659054	0.898154982	0.943045331	4065	0.999434081	B_CELLS	Immune	Lung
gsva	CANCER_CELLS	0.992840095	0.056034483	0.106081856	7424	0.999932358	CANCER_CELLS	Tumour	Lung
gsva	DENDRITIC_CELLS	0.00037742	0.011945392	0.00073172	586	0.637812811	DENDRITIC_CELLS	Immune	Lung
gsva	ENDOTHELIAL_CELL	0.224816644	0.99668215	0.366878359	1507	0.896972229	ENDOTHELIAL_CELL	Endothelial	Lung
gsva	EPITHELIAL_CELLS	0	0	0	381	1	EPITHELIAL_CELLS	Epithelial	Lung
gsva	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
gsva	FIBROBLASTS	0.981119353	0.996575342	0.988786952	1460	0.999443506	FIBROBLASTS	Fibroblast	Lung
gsva	GRANULOCYTES	0	0	0	477	1	GRANULOCYTES	Immune	Lung
gsva	LANGERHANS_CELLS	0	0	0	714	1	LANGERHANS_CELLS	Immune	Lung
gsva	LYMPHATIC_EC	0	0	0	85	1	LYMPHATIC_EC	Endothelial	Lung
gsva	MACROPHAGES	0.478796081	0.925501433	0.631100539	8027	0.815145835	MACROPHAGES	Immune	Lung
gsva	MAST_CELLS	0.996710526	0.98858075	0.992628993	613	0.999960908	MAST_CELLS	Immune	Lung
gsva	NATURAL_KILLER_CELLS	0	0	0	1741	1	NATURAL_KILLER_CELLS	Immune	Lung
gsva	SECRETORY_CLUB_CELLS	0	0	0	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
gsva	T_CELLS	0.148668181	0.031102855	0.05144327	23149	0.855970097	T_CELLS	Immune	Lung
metaneighbor	ALVEOLAR_CELL	0	0	0	1335	1	ALVEOLAR_CELL	Epithelial	Lung
metaneighbor	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
metaneighbor	B_CELLS	0	0	0	4065	1	B_CELLS	Immune	Lung
metaneighbor	CANCER_CELLS	0.186450698	0.424838362	0.259161873	7424	0.6897026	CANCER_CELLS	Tumour	Lung
metaneighbor	DENDRITIC_CELLS	0.146942801	0.762798635	0.246416759	586	0.949305515	DENDRITIC_CELLS	Immune	Lung
metaneighbor	ENDOTHELIAL_CELL	0	0	0	1507	1	ENDOTHELIAL_CELL	Endothelial	Lung
metaneighbor	EPITHELIAL_CELLS	0	0	0	381	1	EPITHELIAL_CELLS	Epithelial	Lung
metaneighbor	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
metaneighbor	FIBROBLASTS	0.001247661	0.001369863	0.001305909	1460	0.968180463	FIBROBLASTS	Fibroblast	Lung
metaneighbor	GRANULOCYTES	0	0	0	477	1	GRANULOCYTES	Immune	Lung
metaneighbor	LANGERHANS_CELLS	0	0	0	714	1	LANGERHANS_CELLS	Immune	Lung
metaneighbor	LYMPHATIC_EC	0	0	0	85	1	LYMPHATIC_EC	Endothelial	Lung
metaneighbor	MACROPHAGES	0.002382844	0.000747477	0.00113798	8027	0.942580232	MACROPHAGES	Immune	Lung
metaneighbor	MAST_CELLS	0.022024841	0.995106036	0.043095835	613	0.470583636	MAST_CELLS	Immune	Lung
metaneighbor	NATURAL_KILLER_CELLS	0	0	0	1741	1	NATURAL_KILLER_CELLS	Immune	Lung
metaneighbor	SECRETORY_CLUB_CELLS	0	0	0	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
metaneighbor	T_CELLS	0	0	0	23149	1	T_CELLS	Immune	Lung
ora	ALVEOLAR_CELL	0	0	0	1335	1	ALVEOLAR_CELL	Epithelial	Lung
ora	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
ora	B_CELLS	0.995234313	0.616482165	0.761355005	4065	0.99974848	B_CELLS	Immune	Lung
ora	CANCER_CELLS	0.950042337	0.604525862	0.73888706	7424	0.994678812	CANCER_CELLS	Tumour	Lung
ora	DENDRITIC_CELLS	0	0	0	586	1	DENDRITIC_CELLS	Immune	Lung
ora	ENDOTHELIAL_CELL	0.200400267	0.99668215	0.333703621	1507	0.880779024	ENDOTHELIAL_CELL	Endothelial	Lung
ora	EPITHELIAL_CELLS	0	0	0	381	1	EPITHELIAL_CELLS	Epithelial	Lung
ora	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
ora	FIBROBLASTS	0.981119353	0.996575342	0.988786952	1460	0.999443506	FIBROBLASTS	Fibroblast	Lung
ora	GRANULOCYTES	0	0	0	477	1	GRANULOCYTES	Immune	Lung
ora	LANGERHANS_CELLS	0	0	0	714	1	LANGERHANS_CELLS	Immune	Lung
ora	LYMPHATIC_EC	0	0	0	85	1	LYMPHATIC_EC	Endothelial	Lung
ora	MACROPHAGES	0.210592502	0.897097297	0.341109874	8027	0.382988937	MACROPHAGES	Immune	Lung
ora	MAST_CELLS	0.996710526	0.98858075	0.992628993	613	0.999960908	MAST_CELLS	Immune	Lung
ora	NATURAL_KILLER_CELLS	0	0	0	1741	1	NATURAL_KILLER_CELLS	Immune	Lung
ora	SECRETORY_CLUB_CELLS	0	0	0	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
ora	T_CELLS	0.952191235	0.03097326	0.059994979	23149	0.998742402	T_CELLS	Immune	Lung
adobo	ALVEOLAR_CELL				1335	1	ALVEOLAR_CELL	Epithelial	Lung
adobo	BASAL_CELLS				68	1	BASAL_CELLS	Epithelial	Lung
adobo	B_CELLS				4065	1	B_CELLS	Immune	Lung
adobo	CANCER_CELLS				7424	1	CANCER_CELLS	Tumour	Lung
adobo	DENDRITIC_CELLS				586	1	DENDRITIC_CELLS	Immune	Lung
adobo	ENDOTHELIAL_CELL				1507	1	ENDOTHELIAL_CELL	Endothelial	Lung
adobo	EPITHELIAL_CELLS				381	1	EPITHELIAL_CELLS	Epithelial	Lung
adobo	ERYTHROBLASTS				8	1	ERYTHROBLASTS	Immune	Lung
adobo	FIBROBLASTS				1460	1	FIBROBLASTS	Fibroblast	Lung
adobo	GRANULOCYTES				477	1	GRANULOCYTES	Immune	Lung
adobo	LANGERHANS_CELLS				714	1	LANGERHANS_CELLS	Immune	Lung
adobo	LYMPHATIC_EC				85	1	LYMPHATIC_EC	Endothelial	Lung
adobo	MACROPHAGES				8027	1	MACROPHAGES	Immune	Lung
adobo	MAST_CELLS				613	1	MAST_CELLS	Immune	Lung
adobo	NATURAL_KILLER_CELLS				1741	1	NATURAL_KILLER_CELLS	Immune	Lung
adobo	SECRETORY_CLUB_CELLS				135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
adobo	T_CELLS				23149	1	T_CELLS	Immune	Lung
adobo	Unknown				0	0			Lung
sccatch	ALVEOLAR_CELL				1335	1	ALVEOLAR_CELL	Epithelial	Lung
sccatch	BASAL_CELLS				68	1	BASAL_CELLS	Epithelial	Lung
sccatch	B_CELLS				4065	1	B_CELLS	Immune	Lung
sccatch	CANCER_CELLS				7424	1	CANCER_CELLS	Tumour	Lung
sccatch	DENDRITIC_CELLS				586	1	DENDRITIC_CELLS	Immune	Lung
sccatch	ENDOTHELIAL_CELL				1507	1	ENDOTHELIAL_CELL	Endothelial	Lung
sccatch	EPITHELIAL_CELLS				381	1	EPITHELIAL_CELLS	Epithelial	Lung
sccatch	ERYTHROBLASTS				8	1	ERYTHROBLASTS	Immune	Lung
sccatch	FIBROBLASTS				1460	1	FIBROBLASTS	Fibroblast	Lung
sccatch	GRANULOCYTES				477	1	GRANULOCYTES	Immune	Lung
sccatch	LANGERHANS_CELLS				714	1	LANGERHANS_CELLS	Immune	Lung
sccatch	LYMPHATIC_EC				85	1	LYMPHATIC_EC	Endothelial	Lung
sccatch	MACROPHAGES				8027	1	MACROPHAGES	Immune	Lung
sccatch	MAST_CELLS				613	1	MAST_CELLS	Immune	Lung
sccatch	NATURAL_KILLER_CELLS				1741	1	NATURAL_KILLER_CELLS	Immune	Lung
sccatch	SECRETORY_CLUB_CELLS				135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
