gsm,altAnalyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category,x,cell,paper
GSM2245562,4,3,2,9,4,4,1,21,6,3,5,21,1,3,4,12,Immune cell,Immune,GSM2245562_1001000237.G2.csv,1001000237.G2,7
GSM2245563,3,3,3,9,4,4,17,21,6,3,21,8,1,3,4,12,Immune cell,Immune,GSM2245563_1001000237.C9.csv,1001000237.C9,7
GSM2245564,4,3,2,5,4,4,26,14,6,3,13,20,1,3,4,1,Immune cell,Immune,GSM2245564_1001000237.B5.csv,1001000237.B5,7
GSM2245565,3,3,2,9,4,4,1,21,6,3,0,22,1,3,4,12,Immune cell,Immune,GSM2245565_1001000237.A5.csv,1001000237.A5,7
GSM2245566,3,1,3,1,3,2,19,1,5,7,21,1,1,2,4,15,Immune cell,Immune,GSM2245566_1001000237.C10.csv,1001000237.C10,7
GSM2245567,5,3,2,5,4,4,20,3,4,3,5,19,1,3,4,12,Immune cell,Immune,GSM2245567_1001000237.A12.csv,1001000237.A12,7
GSM2245568,5,3,3,5,4,4,26,14,4,8,0,21,1,3,4,1,Immune cell,Immune,GSM2245568_1001000237.B1.csv,1001000237.B1,7
GSM2245569,3,1,2,9,4,4,1,21,6,7,1,22,1,10,4,12,Immune cell,Immune,GSM2245569_1001000237.F3.csv,1001000237.F3,7
GSM2245570,4,3,2,9,4,4,1,26,6,6,5,22,1,10,4,12,Immune cell,Immune,GSM2245570_1001000237.D10.csv,1001000237.D10,7
GSM2245571,3,1,2,9,4,2,1,24,5,3,1,5,1,10,4,9,Immune cell,Immune,GSM2245571_1001000237.H7.csv,1001000237.H7,7
GSM2245572,4,3,2,9,4,4,1,21,6,3,5,22,1,10,4,12,Immune cell,Immune,GSM2245572_1001000237.E1.csv,1001000237.E1,7
GSM2245573,3,1,3,10,4,4,14,20,5,7,1,7,1,2,4,1,Immune cell,Immune,GSM2245573_1001000237.D1.csv,1001000237.D1,7
GSM2245574,4,3,2,9,4,4,1,21,6,3,23,21,1,3,4,12,Immune cell,Immune,GSM2245574_1001000237.B3.csv,1001000237.B3,7
GSM2245575,4,3,2,9,4,4,1,26,6,3,23,22,1,10,4,17,Immune cell,Immune,GSM2245575_1001000237.D5.csv,1001000237.D5,7
GSM2245576,3,1,3,1,3,3,19,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245576_1001000237.G4.csv,1001000237.G4,7
GSM2245577,3,1,3,1,3,2,17,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245577_1001000237.G10.csv,1001000237.G10,7
GSM2245578,4,3,2,9,4,4,1,26,6,3,23,21,1,3,4,12,Immune cell,Immune,GSM2245578_1001000237.A10.csv,1001000237.A10,7
GSM2245579,5,1,3,1,4,2,17,1,4,3,7,1,1,2,4,15,Immune cell,Immune,GSM2245579_1001000237.F12.csv,1001000237.F12,7
GSM2245580,3,1,3,1,3,2,17,1,5,5,1,1,1,2,4,15,Immune cell,Immune,GSM2245580_1001000237.A9.csv,1001000237.A9,7
GSM2245581,4,3,2,9,4,4,1,26,6,3,4,21,1,3,4,12,Immune cell,Immune,GSM2245581_1001000237.A7.csv,1001000237.A7,7
GSM2245582,3,1,3,1,3,3,19,14,5,1,1,1,1,2,4,15,Immune cell,Immune,GSM2245582_1001000237.H11.csv,1001000237.H11,7
GSM2245583,3,1,3,1,3,3,19,14,5,7,13,1,1,2,4,15,Immune cell,Immune,GSM2245583_1001000237.E10.csv,1001000237.E10,7
GSM2245584,3,1,3,1,3,2,17,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245584_1001000237.D12.csv,1001000237.D12,7
GSM2245585,3,1,3,1,3,2,19,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245585_1001000237.H3.csv,1001000237.H3,7
GSM2245586,5,3,2,5,4,4,26,14,4,3,23,21,1,3,4,15,Immune cell,Immune,GSM2245586_1001000237.H1.csv,1001000237.H1,7
GSM2245587,4,3,2,9,4,4,1,26,6,3,0,22,1,10,4,12,Immune cell,Immune,GSM2245587_1001000237.G6.csv,1001000237.G6,7
GSM2245588,3,1,3,1,3,2,19,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245588_1001000237.D7.csv,1001000237.D7,7
GSM2245589,3,1,3,1,3,3,19,1,5,7,1,1,1,2,4,1,Immune cell,Immune,GSM2245589_1001000237.C12.csv,1001000237.C12,7
GSM2245590,4,3,2,9,4,4,1,26,6,6,23,22,9,10,4,17,Immune cell,Immune,GSM2245590_1001000237.F6.csv,1001000237.F6,7
GSM2245591,3,3,2,9,4,4,1,21,6,3,33,22,1,10,4,12,Immune cell,Immune,GSM2245591_1001000237.E8.csv,1001000237.E8,7
GSM2245592,3,1,3,1,3,2,19,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245592_1001000237.C8.csv,1001000237.C8,7
GSM2245593,4,3,2,9,4,4,1,26,6,3,21,22,1,10,4,12,Immune cell,Immune,GSM2245593_1001000237.G11.csv,1001000237.G11,7
GSM2245594,3,1,3,1,3,2,19,1,5,5,22,1,3,2,4,15,Immune cell,Immune,GSM2245594_1001000237.A4.csv,1001000237.A4,7
GSM2245595,3,1,3,1,3,3,19,14,5,7,36,1,1,2,4,15,Immune cell,Immune,GSM2245595_1001000237.F8.csv,1001000237.F8,7
GSM2245596,3,1,3,10,4,2,14,20,6,7,1,7,1,2,4,1,Immune cell,Immune,GSM2245596_1001000237.F10.csv,1001000237.F10,7
GSM2245597,5,3,2,5,4,4,28,15,4,8,64,19,7,3,4,12,Immune cell,Immune,GSM2245597_1001000237.F1.csv,1001000237.F1,7
GSM2245598,3,1,3,10,4,2,14,20,6,7,4,7,1,2,4,1,Immune cell,Immune,GSM2245598_1001000237.H5.csv,1001000237.H5,7
GSM2245599,4,3,2,5,4,4,28,21,6,3,28,21,1,3,4,1,Immune cell,Immune,GSM2245599_1001000237.E12.csv,1001000237.E12,7
GSM2245600,3,1,3,1,3,2,19,1,5,5,4,1,3,2,4,15,Immune cell,Immune,GSM2245600_1001000237.D9.csv,1001000237.D9,7
GSM2245601,3,3,2,5,4,4,28,15,4,3,4,21,1,3,4,12,Immune cell,Immune,GSM2245601_1001000237.G8.csv,1001000237.G8,7
GSM2245602,3,3,2,9,4,4,1,26,6,3,44,22,1,10,4,12,Immune cell,Immune,GSM2245602_1001000237.C2.csv,1001000237.C2,7
GSM2245603,5,3,3,5,4,4,26,14,4,3,84,21,1,3,4,15,Immune cell,Immune,GSM2245603_1001000237.A2.csv,1001000237.A2,7
GSM2245604,3,1,3,5,4,4,19,14,5,7,17,8,1,3,4,15,Immune cell,Immune,GSM2245604_1001000237.E6.csv,1001000237.E6,7
GSM2245605,5,3,2,5,4,4,26,17,4,8,5,21,1,3,4,15,Immune cell,Immune,GSM2245605_1001000237.E4.csv,1001000237.E4,7
GSM2245606,3,1,3,1,3,2,17,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245606_1001000237.B10.csv,1001000237.B10,7
GSM2245607,3,1,3,1,3,2,17,24,5,7,12,1,1,2,4,1,Immune cell,Immune,GSM2245607_1001000237.H8.csv,1001000237.H8,7
GSM2245608,5,3,3,5,4,4,26,14,4,8,36,20,1,3,4,15,Immune cell,Immune,GSM2245608_1001000237.D4.csv,1001000237.D4,7
GSM2245609,1,3,2,9,4,4,1,26,6,3,23,22,1,10,4,12,Immune cell,Immune,GSM2245609_1001000237.C1.csv,1001000237.C1,7
GSM2245610,3,1,3,1,3,3,19,1,5,7,34,1,1,2,4,15,Immune cell,Immune,GSM2245610_1001000237.F9.csv,1001000237.F9,7
GSM2245611,5,3,2,5,4,4,26,17,4,8,14,21,1,3,4,1,Immune cell,Immune,GSM2245611_1001000237.B8.csv,1001000237.B8,7
GSM2245612,5,3,2,5,4,4,28,17,4,8,5,19,1,3,4,1,Immune cell,Immune,GSM2245612_1001000237.A11.csv,1001000237.A11,7
GSM2245613,4,3,3,5,4,4,17,21,6,3,5,8,1,3,4,1,Immune cell,Immune,GSM2245613_1001000237.D6.csv,1001000237.D6,7
GSM2245614,5,3,2,5,4,4,20,17,4,8,28,19,1,3,4,12,Immune cell,Immune,GSM2245614_1001000237.C3.csv,1001000237.C3,7
GSM2245615,3,1,3,1,4,4,17,24,6,3,15,1,1,2,4,1,Immune cell,Immune,GSM2245615_1001000237.B12.csv,1001000237.B12,7
GSM2245616,5,3,2,5,4,4,20,3,4,8,21,19,1,3,4,1,Immune cell,Immune,GSM2245616_1001000237.E2.csv,1001000237.E2,7
GSM2245617,3,1,3,1,4,2,27,29,5,7,15,30,1,3,4,1,Immune cell,Immune,GSM2245617_1001000237.D2.csv,1001000237.D2,7
GSM2245618,5,3,3,5,4,4,26,14,4,8,14,19,1,3,4,15,Immune cell,Immune,GSM2245618_1001000237.B6.csv,1001000237.B6,7
GSM2245619,4,3,2,5,4,4,28,17,6,3,5,21,1,3,4,1,Immune cell,Immune,GSM2245619_1001000237.G3.csv,1001000237.G3,7
GSM2245620,3,1,3,1,3,3,19,1,5,7,15,1,1,2,4,15,Immune cell,Immune,GSM2245620_1001000237.C6.csv,1001000237.C6,7
GSM2245621,3,3,3,5,4,4,27,1,5,7,1,6,1,3,4,1,Immune cell,Immune,GSM2245621_1001000237.A6.csv,1001000237.A6,7
GSM2245622,3,1,3,1,4,3,14,14,5,50,12,1,3,8,4,15,Immune cell,Immune,GSM2245622_1001000237.F4.csv,1001000237.F4,7
GSM2245623,3,3,2,9,4,4,1,26,6,3,21,21,1,3,4,12,Immune cell,Immune,GSM2245623_1001000237.G5.csv,1001000237.G5,7
GSM2245624,5,3,3,5,4,4,26,14,4,3,23,21,1,3,4,15,Immune cell,Immune,GSM2245624_1001000237.D8.csv,1001000237.D8,7
GSM2245625,3,3,2,9,4,4,28,21,6,3,4,21,1,3,4,12,Immune cell,Immune,GSM2245625_1001000237.C5.csv,1001000237.C5,7
GSM2245626,4,3,2,9,4,4,1,26,6,3,5,22,1,10,4,12,Immune cell,Immune,GSM2245626_1001000237.F5.csv,1001000237.F5,7
GSM2245627,5,3,2,5,4,4,28,17,4,3,64,21,1,3,4,12,Immune cell,Immune,GSM2245627_1001000237.B4.csv,1001000237.B4,7
GSM2245628,3,1,3,10,4,2,14,20,6,7,29,7,1,2,4,9,Immune cell,Immune,GSM2245628_1001000237.G9.csv,1001000237.G9,7
GSM2245629,3,1,3,1,3,3,19,14,5,7,13,1,1,2,4,15,Immune cell,Immune,GSM2245629_1001000237.F7.csv,1001000237.F7,7
GSM2245630,3,3,2,9,4,4,1,26,6,3,21,22,1,10,4,12,Immune cell,Immune,GSM2245630_1001000237.F11.csv,1001000237.F11,7
GSM2245631,3,1,3,1,3,3,19,1,5,7,34,1,3,2,4,1,Immune cell,Immune,GSM2245631_1001000237.B2.csv,1001000237.B2,7
GSM2245632,5,3,3,5,4,4,27,1,4,7,1,30,1,2,4,1,Immune cell,Immune,GSM2245632_1001000237.G7.csv,1001000237.G7,7
GSM2245633,3,3,2,5,4,4,28,21,5,7,15,21,1,3,4,1,Immune cell,Immune,GSM2245633_1001000237.H9.csv,1001000237.H9,7
GSM2245634,5,3,2,5,4,4,26,14,4,3,1,20,1,3,4,15,Immune cell,Immune,GSM2245634_1001000237.H4.csv,1001000237.H4,7
GSM2245635,3,1,3,1,3,2,17,24,5,3,1,1,3,2,4,1,Immune cell,Immune,GSM2245635_1001000237.C11.csv,1001000237.C11,7
GSM2245636,3,1,3,1,3,3,19,1,5,7,36,1,1,2,4,15,Immune cell,Immune,GSM2245636_1001000237.D11.csv,1001000237.D11,7
GSM2245637,3,1,3,1,3,3,19,1,5,7,33,1,1,2,4,15,Immune cell,Immune,GSM2245637_1001000237.A8.csv,1001000237.A8,7
GSM2245638,3,1,3,1,3,3,19,1,5,7,12,1,1,2,4,15,Immune cell,Immune,GSM2245638_1001000237.C7.csv,1001000237.C7,7
GSM2245639,3,1,3,1,3,2,17,24,5,7,33,1,3,2,4,1,Immune cell,Immune,GSM2245639_1001000237.H6.csv,1001000237.H6,7
GSM2245640,3,1,3,1,3,3,19,14,5,5,34,1,1,2,4,15,Immune cell,Immune,GSM2245640_1001000237.B7.csv,1001000237.B7,7
GSM2245641,5,3,2,5,4,4,26,14,4,8,5,21,1,3,4,15,Immune cell,Immune,GSM2245641_1001000237.A1.csv,1001000237.A1,7
GSM2245642,3,1,3,1,3,3,19,1,5,7,1,1,1,2,4,15,Immune cell,Immune,GSM2245642_1001000237.E7.csv,1001000237.E7,7
GSM2245643,4,3,2,9,4,4,1,21,6,3,23,21,1,3,4,12,Immune cell,Immune,GSM2245643_1001000237.F2.csv,1001000237.F2,7
GSM2245644,3,1,3,1,3,2,17,1,5,7,1,1,3,2,4,1,Immune cell,Immune,GSM2245644_1001000237.E11.csv,1001000237.E11,7
GSM2245645,3,1,3,1,3,2,19,1,5,7,1,1,3,2,4,15,Immune cell,Immune,GSM2245645_1001000237.H10.csv,1001000237.H10,7
GSM2245646,3,3,2,9,4,4,1,26,6,3,21,22,1,10,4,17,Immune cell,Immune,GSM2245646_1001000237.E9.csv,1001000237.E9,7
GSM2245647,3,1,3,1,4,3,14,1,5,7,13,30,1,8,4,1,Immune cell,Immune,GSM2245647_1001000238.F12.csv,1001000238.F12,7
GSM2245648,3,1,1,2,3,3,15,12,5,5,1,10,3,1,4,1,Immune cell,Immune,GSM2245648_1001000238.F3.csv,1001000238.F3,7
GSM2245649,3,1,3,10,4,2,14,20,5,7,4,31,1,8,4,14,Immune cell,Immune,GSM2245649_1001000238.A4.csv,1001000238.A4,7
GSM2245650,4,1,1,2,3,3,15,18,9,5,70,10,1,1,4,1,Immune cell,Immune,GSM2245650_1001000238.F8.csv,1001000238.F8,7
GSM2245651,3,1,1,2,3,3,11,12,5,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245651_1001000238.G6.csv,1001000238.G6,7
GSM2245652,3,1,1,2,3,3,11,23,5,5,28,10,3,1,4,9,Immune cell,Immune,GSM2245652_1001000238.B11.csv,1001000238.B11,7
GSM2245653,1,1,3,2,3,7,12,2,9,88,20,39,1,1,4,6,Immune cell,Immune,GSM2245653_1001000238.E7.csv,1001000238.E7,7
GSM2245654,1,2,7,7,1,6,24,19,8,11,39,39,2,15,5,11,Vascular,Vascular,GSM2245654_1001000238.D5.csv,1001000238.D5,1
GSM2245655,3,1,1,1,4,3,14,1,5,5,20,30,1,8,4,1,Immune cell,Immune,GSM2245655_1001000238.B6.csv,1001000238.B6,7
GSM2245656,3,1,1,2,3,3,15,12,5,5,4,10,1,1,4,1,Immune cell,Immune,GSM2245656_1001000238.E9.csv,1001000238.E9,7
GSM2245657,4,1,1,2,3,3,15,18,9,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245657_1001000238.F10.csv,1001000238.F10,7
GSM2245658,3,1,1,2,3,3,11,12,9,5,29,10,3,1,4,1,Immune cell,Immune,GSM2245658_1001000238.F5.csv,1001000238.F5,7
GSM2245659,3,1,1,2,3,3,11,12,5,5,30,10,1,1,4,1,Immune cell,Immune,GSM2245659_1001000238.G9.csv,1001000238.G9,7
GSM2245660,3,1,1,2,3,3,15,12,9,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245660_1001000238.A6.csv,1001000238.A6,7
GSM2245661,3,1,1,2,3,3,11,12,5,5,0,9,1,1,4,1,Immune cell,Immune,GSM2245661_1001000238.H8.csv,1001000238.H8,7
GSM2245662,3,1,3,1,3,3,19,20,5,7,36,31,3,8,4,9,Immune cell,Immune,GSM2245662_1001000238.D7.csv,1001000238.D7,7
GSM2245663,3,1,1,2,3,3,11,12,5,5,1,10,1,1,4,15,Immune cell,Immune,GSM2245663_1001000238.A3.csv,1001000238.A3,7
GSM2245664,3,1,3,2,3,3,13,20,5,7,1,13,3,1,4,9,Immune cell,Immune,GSM2245664_1001000238.F7.csv,1001000238.F7,7
GSM2245665,3,1,3,1,3,3,12,2,5,1,1,31,1,8,2,15,Immune cell,Immune,GSM2245665_1001000238.E1.csv,1001000238.E1,7
GSM2245666,4,1,1,2,3,3,15,18,9,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245666_1001000238.H10.csv,1001000238.H10,7
GSM2245667,4,1,1,2,3,3,15,12,6,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245667_1001000238.B9.csv,1001000238.B9,7
GSM2245668,3,1,1,2,3,3,15,12,5,5,1,10,3,1,4,9,Immune cell,Immune,GSM2245668_1001000238.D9.csv,1001000238.D9,7
GSM2245669,1,1,1,2,3,3,11,23,9,5,1,10,1,1,4,9,Immune cell,Immune,GSM2245669_1001000238.E10.csv,1001000238.E10,7
GSM2245670,3,1,3,1,3,3,26,14,5,7,36,30,1,8,4,15,Immune cell,Immune,GSM2245670_1001000238.A5.csv,1001000238.A5,7
GSM2245671,4,1,3,2,3,1,12,2,9,89,36,39,1,8,4,6,Immune cell,Immune,GSM2245671_1001000238.C3.csv,1001000238.C3,7
GSM2245672,1,1,1,2,3,3,15,12,9,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245672_1001000238.F9.csv,1001000238.F9,7
GSM2245673,4,1,3,2,4,2,13,20,6,3,4,13,1,1,4,9,Immune cell,Immune,GSM2245673_1001000238.A11.csv,1001000238.A11,7
GSM2245674,3,1,1,2,3,3,15,12,5,5,0,10,1,1,4,1,Immune cell,Immune,GSM2245674_1001000238.C8.csv,1001000238.C8,7
GSM2245675,3,1,1,2,3,3,15,18,5,5,36,10,1,1,4,1,Immune cell,Immune,GSM2245675_1001000238.C10.csv,1001000238.C10,7
GSM2245676,3,1,1,2,3,3,11,12,9,5,35,10,1,1,4,1,Immune cell,Immune,GSM2245676_1001000238.G5.csv,1001000238.G5,7
GSM2245677,3,1,1,2,3,3,11,12,5,3,13,10,1,1,4,1,Immune cell,Immune,GSM2245677_1001000238.C6.csv,1001000238.C6,7
GSM2245678,3,1,3,10,4,2,14,1,5,5,5,30,3,8,4,9,Immune cell,Immune,GSM2245678_1001000238.B4.csv,1001000238.B4,7
GSM2245679,3,1,3,1,3,3,19,1,5,7,36,6,1,2,4,1,Immune cell,Immune,GSM2245679_1001000238.C12.csv,1001000238.C12,7
GSM2245680,3,1,1,2,3,3,11,12,9,5,35,10,1,1,4,1,Immune cell,Immune,GSM2245680_1001000238.E3.csv,1001000238.E3,7
GSM2245681,4,1,3,10,3,3,13,20,5,3,28,14,1,8,4,9,Immune cell,Immune,GSM2245681_1001000238.B10.csv,1001000238.B10,7
GSM2245682,3,1,3,10,4,4,14,1,5,7,13,30,1,8,4,9,Immune cell,Immune,GSM2245682_1001000238.D2.csv,1001000238.D2,7
GSM2245683,1,1,1,2,3,3,15,18,9,5,0,10,1,1,4,1,Immune cell,Immune,GSM2245683_1001000238.B2.csv,1001000238.B2,7
GSM2245684,4,1,1,2,3,3,21,23,9,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245684_1001000238.E5.csv,1001000238.E5,7
GSM2245685,4,1,1,2,3,3,11,23,9,5,20,16,6,1,4,1,Immune cell,Immune,GSM2245685_1001000238.E6.csv,1001000238.E6,7
GSM2245686,3,1,1,2,3,3,11,12,9,5,35,10,3,1,4,1,Immune cell,Immune,GSM2245686_1001000238.B5.csv,1001000238.B5,7
GSM2245687,3,1,3,2,3,3,13,18,5,50,13,13,3,1,4,1,Immune cell,Immune,GSM2245687_1001000238.B12.csv,1001000238.B12,7
GSM2245688,3,1,3,2,3,3,11,12,5,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245688_1001000238.H1.csv,1001000238.H1,7
GSM2245689,3,1,3,2,4,3,13,20,6,3,14,13,3,1,4,17,Immune cell,Immune,GSM2245689_1001000238.C11.csv,1001000238.C11,7
GSM2245690,3,1,1,2,3,3,11,12,5,5,1,10,6,1,4,1,Immune cell,Immune,GSM2245690_1001000238.G11.csv,1001000238.G11,7
GSM2245691,3,1,1,2,3,3,15,12,5,5,70,10,1,1,4,1,Immune cell,Immune,GSM2245691_1001000238.G10.csv,1001000238.G10,7
GSM2245692,4,1,1,2,3,3,15,12,9,5,61,10,1,1,4,1,Immune cell,Immune,GSM2245692_1001000238.H7.csv,1001000238.H7,7
GSM2245693,3,1,1,2,3,3,11,12,5,5,61,10,1,1,4,1,Immune cell,Immune,GSM2245693_1001000238.G7.csv,1001000238.G7,7
GSM2245694,3,1,3,1,3,3,26,2,5,1,36,31,1,8,4,15,Immune cell,Immune,GSM2245694_1001000238.F2.csv,1001000238.F2,7
GSM2245695,3,1,3,10,4,2,14,1,5,7,5,30,1,8,4,9,Immune cell,Immune,GSM2245695_1001000238.H11.csv,1001000238.H11,7
GSM2245696,3,1,1,2,3,3,21,23,9,5,1,10,6,1,4,9,Immune cell,Immune,GSM2245696_1001000238.D4.csv,1001000238.D4,7
GSM2245697,3,1,3,10,3,2,14,29,5,7,1,6,3,2,4,9,Immune cell,Immune,GSM2245697_1001000238.B7.csv,1001000238.B7,7
GSM2245698,3,1,3,1,3,3,14,14,5,7,1,30,1,1,4,1,Immune cell,Immune,GSM2245698_1001000238.G3.csv,1001000238.G3,7
GSM2245699,3,1,1,2,3,3,11,12,5,5,14,10,1,1,4,1,Immune cell,Immune,GSM2245699_1001000238.F11.csv,1001000238.F11,7
GSM2245700,3,1,1,2,3,3,15,12,9,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245700_1001000238.A7.csv,1001000238.A7,7
GSM2245701,3,1,1,2,3,3,15,18,9,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245701_1001000238.H9.csv,1001000238.H9,7
GSM2245702,3,1,1,2,3,3,15,2,5,5,1,10,1,1,4,6,Immune cell,Immune,GSM2245702_1001000238.F4.csv,1001000238.F4,7
GSM2245703,1,1,1,2,3,3,21,23,9,5,30,10,6,1,4,17,Immune cell,Immune,GSM2245703_1001000238.D6.csv,1001000238.D6,7
GSM2245704,4,1,1,2,3,3,15,12,5,5,29,10,1,1,4,15,Immune cell,Immune,GSM2245704_1001000238.C5.csv,1001000238.C5,7
GSM2245705,3,1,1,2,3,3,11,12,8,5,1,10,3,1,4,9,Immune cell,Immune,GSM2245705_1001000238.B8.csv,1001000238.B8,7
GSM2245706,3,1,3,1,4,3,14,14,5,1,14,30,1,8,4,1,Immune cell,Immune,GSM2245706_1001000238.D12.csv,1001000238.D12,7
GSM2245707,3,1,3,1,4,3,26,14,5,7,1,30,1,2,4,1,Immune cell,Immune,GSM2245707_1001000238.D10.csv,1001000238.D10,7
GSM2245708,3,1,1,2,3,3,30,23,9,5,82,10,3,1,4,1,Immune cell,Immune,GSM2245708_1001000238.A9.csv,1001000238.A9,7
GSM2245709,1,1,3,1,3,3,12,2,5,1,3,31,1,8,2,15,Immune cell,Immune,GSM2245709_1001000238.H2.csv,1001000238.H2,7
GSM2245710,4,1,1,2,3,3,15,12,9,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245710_1001000238.F6.csv,1001000238.F6,7
GSM2245711,3,1,3,2,3,3,11,23,9,5,20,10,6,1,4,1,Immune cell,Immune,GSM2245711_1001000238.G8.csv,1001000238.G8,7
GSM2245712,4,1,1,2,3,3,11,12,9,5,20,10,1,1,4,1,Immune cell,Immune,GSM2245712_1001000238.G12.csv,1001000238.G12,7
GSM2245713,3,1,3,2,4,3,15,18,5,5,1,10,1,1,4,15,Immune cell,Immune,GSM2245713_1001000238.G4.csv,1001000238.G4,7
GSM2245714,3,1,1,2,3,3,15,12,5,5,30,10,1,1,4,1,Immune cell,Immune,GSM2245714_1001000238.D8.csv,1001000238.D8,7
GSM2245715,4,1,1,2,3,3,15,18,9,3,61,10,1,1,4,1,Immune cell,Immune,GSM2245715_1001000238.E4.csv,1001000238.E4,7
GSM2245716,3,1,3,1,3,3,14,14,6,7,5,31,1,8,4,1,Immune cell,Immune,GSM2245716_1001000238.B3.csv,1001000238.B3,7
GSM2245717,3,1,3,10,4,3,14,20,5,7,1,30,1,8,4,9,Immune cell,Immune,GSM2245717_1001000238.A12.csv,1001000238.A12,7
GSM2245718,3,1,3,1,3,2,17,29,5,7,33,6,3,2,4,1,Immune cell,Immune,GSM2245718_1001000238.A2.csv,1001000238.A2,7
GSM2245719,3,1,1,2,3,3,15,12,6,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245719_1001000238.E2.csv,1001000238.E2,7
GSM2245720,3,1,1,2,3,3,11,12,5,5,30,10,1,1,4,15,Immune cell,Immune,GSM2245720_1001000238.C7.csv,1001000238.C7,7
GSM2245721,3,1,1,2,3,3,11,12,5,3,1,10,1,1,4,1,Immune cell,Immune,GSM2245721_1001000239.E6.csv,1001000239.E6,7
GSM2245722,3,1,1,2,3,3,11,18,5,1,1,10,1,1,4,1,Immune cell,Immune,GSM2245722_1001000239.B5.csv,1001000239.B5,7
GSM2245723,3,1,1,2,3,3,11,12,5,5,33,15,1,1,4,15,Immune cell,Immune,GSM2245723_1001000239.A4.csv,1001000239.A4,7
GSM2245724,1,1,1,2,3,3,15,18,9,5,20,10,1,1,4,15,Immune cell,Immune,GSM2245724_1001000239.G5.csv,1001000239.G5,7
GSM2245725,3,1,3,2,4,2,13,20,6,3,34,14,1,8,4,1,Immune cell,Immune,GSM2245725_1001000239.C9.csv,1001000239.C9,7
GSM2245726,3,1,3,10,4,2,14,29,5,7,34,30,1,2,4,1,Immune cell,Immune,GSM2245726_1001000239.F8.csv,1001000239.F8,7
GSM2245727,3,1,3,1,3,3,12,2,5,56,5,31,1,8,2,15,Immune cell,Immune,GSM2245727_1001000239.F1.csv,1001000239.F1,7
GSM2245728,3,1,3,1,4,2,14,1,5,7,21,6,1,2,4,1,Immune cell,Immune,GSM2245728_1001000239.D9.csv,1001000239.D9,7
GSM2245729,3,1,3,10,3,2,14,29,5,5,29,30,3,1,4,9,Immune cell,Immune,GSM2245729_1001000239.B7.csv,1001000239.B7,7
GSM2245730,3,1,3,1,4,2,14,14,5,7,36,30,1,2,4,1,Immune cell,Immune,GSM2245730_1001000239.G8.csv,1001000239.G8,7
GSM2245731,1,1,1,2,3,3,15,18,9,5,20,10,1,1,4,15,Immune cell,Immune,GSM2245731_1001000239.B9.csv,1001000239.B9,7
GSM2245732,1,1,3,2,3,3,13,18,2,18,1,13,3,1,4,1,Immune cell,Immune,GSM2245732_1001000239.D12.csv,1001000239.D12,7
GSM2245733,3,1,3,1,4,3,14,14,5,7,17,30,1,8,4,1,Immune cell,Immune,GSM2245733_1001000239.G7.csv,1001000239.G7,7
GSM2245734,3,1,1,2,3,3,11,12,5,5,1,10,1,1,4,1,Immune cell,Immune,GSM2245734_1001000239.F10.csv,1001000239.F10,7
GSM2245735,3,1,1,2,3,3,21,23,5,5,30,10,1,1,4,1,Immune cell,Immune,GSM2245735_1001000239.E10.csv,1001000239.E10,7
GSM2245736,3,1,3,2,4,3,13,20,5,3,34,13,1,1,4,1,Immune cell,Immune,GSM2245736_1001000239.H10.csv,1001000239.H10,7
GSM2245737,3,1,1,2,3,3,15,18,9,5,61,10,1,1,4,15,Immune cell,Immune,GSM2245737_1001000239.D2.csv,1001000239.D2,7
GSM2245738,3,1,1,2,3,3,15,18,9,5,1,10,1,1,4,15,Immune cell,Immune,GSM2245738_1001000239.E9.csv,1001000239.E9,7
GSM2245739,3,1,3,2,3,3,30,12,9,5,20,16,1,1,4,15,Immune cell,Immune,GSM2245739_1001000239.B10.csv,1001000239.B10,7
GSM2245740,3,1,1,2,3,3,11,12,5,5,34,13,1,1,4,9,Immune cell,Immune,GSM2245740_1001000239.C4.csv,1001000239.C4,7
GSM2245741,3,1,3,2,3,3,11,12,9,5,20,15,1,1,4,15,Immune cell,Immune,GSM2245741_1001000239.E2.csv,1001000239.E2,7
