genes	clust3	clust4	clust6	clust7	clust10	clust11	clust13	clust17	clust19	clust20
LINC01512	0	0	0	0	0	0	0	0	0	0
LINC01514	0	0.000725163161711	0.000585137507314	0.000505305709955	0	0.001882352941176	0.001089324618736	0.00075329566855	0.000901306894998	0.000327332242226
LINC01515	0.008777062609713	0	0.005266237565828	0.000505305709955	0.006259780907668	0.001411764705882	0.005446623093682	0	0.008562415502479	0.006219312602291
LINC01516	0.000585137507314	0.001450326323423	0	0.002021222839818	0.001564945226917	0.000941176470588	0	0.000376647834275	0.000901306894998	0.000654664484452
LINC01517	0	0	0	0	0	0	0	0	0	0
LINC01518	0	0	0	0.000505305709955	0	0.000941176470588	0	0.000376647834275	0	0
LINC01519	0.000585137507314	0.000362581580856	0.001170275014628	0	0.000521648408972	0.000470588235294	0	0.00075329566855	0.000675980171248	0
LINC01520	0	0	0	0	0	0	0	0	0	0
LINC01521	0.023405500292569	0.009789702683104	0.019309537741369	0.029813036887317	0.01773604590506	0.018823529411765	0.023965141612201	0.010922787193974	0.036277602523659	0.02454991816694
LINC01522	0	0	0	0	0	0	0	0	0	0
LINC01523	0	0	0	0	0	0	0	0	0	0
LINC01524	0	0	0	0.000505305709955	0	0	0	0	0	0
LINC01525	0	0	0	0	0	0	0	0	0	0
LINC01526	0	0	0	0.000505305709955	0.001043296817945	0	0.001089324618736	0.001129943502825	0.000225326723749	0
LINC01529	0	0	0	0	0.000521648408972	0	0	0	0	0
LINC01530	0.001170275014628	0.010877447425671	0.000585137507314	0.008084891359272	0.009911319770475	0.010823529411765	0.001089324618736	0.015065913370998	0.007435781883731	0.004909983633388
LINC01531	0.001755412521943	0.001087744742567	0.002340550029257	0.004042445679636	0.001564945226917	0.004705882352941	0.002178649237473	0.00376647834275	0.003379900856242	0.002291325695581
LINC01532	0	0	0	0.001515917129864	0	0.000941176470588	0	0.000376647834275	0.000675980171248	0.000327332242226
LINC01533	0	0	0	0	0	0	0	0	0	0
LINC01534	0.0040959625512	0.001812907904278	0.006436512580456	0.009095502779181	0.006259780907668	0.005176470588235	0.006535947712418	0.004143126177024	0.009463722397476	0.006219312602291
LINC01535	0.001170275014628	0	0.001170275014628	0.002526528549773	0	0.000470588235294	0	0	0.005182514646237	0.001963993453355
LINC01537	0.001170275014628	0.003625815808557	0.002340550029257	0.004042445679636	0.002608242044862	0.002352941176471	0.006535947712418	0.00225988700565	0.001802613789996	0.003600654664484
LINC01538	0	0	0	0	0	0	0	0	0	0
LINC01539	0	0	0	0	0	0	0	0	0	0
LINC01541	0	0.000362581580856	0.001755412521943	0.000505305709955	0	0	0	0.000376647834275	0	0.000654664484452
LINC01543	0	0	0	0	0	0	0	0	0	0
LINC01544	0.001170275014628	0.001087744742567	0.000585137507314	0.001515917129864	0.000521648408972	0.000941176470588	0.002178649237473	0.001129943502825	0.001126633618747	0
LINC01545	0.003510825043885	0.000725163161711	0.000585137507314	0.001515917129864	0.000521648408972	0.001411764705882	0.001089324618736	0.000376647834275	0.001802613789996	0.002291325695581
LINC01546	0	0	0	0	0	0	0	0	0	0
LINC01547	0.000585137507314	0.001450326323423	0	0.001010611419909	0.003129890453834	0.001411764705882	0.006535947712418	0.001129943502825	0.003379900856242	0.001963993453355
LINC01548	0	0	0	0	0	0	0	0	0.000225326723749	0
LINC01549	0	0	0	0.000505305709955	0	0	0	0	0	0
LINC01550	0.002925687536571	0.00253807106599	0.003510825043885	0.002526528549773	0.004173187271779	0.002823529411765	0.003267973856209	0.001883239171375	0.002929247408743	0.004582651391162
LINC01551	0.002340550029257	0.000362581580856	0	0.001515917129864	0.001564945226917	0.000941176470588	0	0.000376647834275	0.001126633618747	0.000981996726678
LINC01553	0	0	0	0	0	0	0	0	0	0
LINC01554	0	0.000725163161711	0	0.001010611419909	0	0.000470588235294	0	0.00075329566855	0.000450653447499	0.000981996726678
LINC01555	0	0	0	0	0	0	0	0	0.000675980171248	0
LINC01556	0.000585137507314	0.000362581580856	0.000585137507314	0	0	0.000470588235294	0.001089324618736	0	0	0.000981996726678
LINC01558	0.001170275014628	0	0.000585137507314	0.001010611419909	0	0.001882352941176	0.002178649237473	0.00225988700565	0.002027940513745	0.002945990180033
LINC01559	0	0	0	0.001010611419909	0	0	0	0	0.000450653447499	0
LINC01560	0.012287887653599	0.006526468455402	0.011702750146284	0.012127337038909	0.008346374543558	0.011294117647059	0.007625272331155	0.007156308851224	0.014420910319964	0.008837970540098
LINC01561	0	0	0	0	0	0	0	0	0	0.000327332242226
LINC01562	0.007021650087771	0.001812907904278	0.002340550029257	0.004042445679636	0.005216484089724	0.004705882352941	0.005446623093682	0.00225988700565	0.002929247408743	0.005237315875614
LINC01563	0	0	0	0	0	0	0	0	0	0
LINC01564	0	0	0	0	0	0.002352941176471	0	0	0.000225326723749	0.000327332242226
LINC01565	0.001755412521943	0.000725163161711	0.001170275014628	0.025265285497726	0	0.000941176470588	0	0.0015065913371	0.011266336187472	0.001963993453355
LINC01566	0	0.000362581580856	0.000585137507314	0.001010611419909	0.000521648408972	0.000470588235294	0	0	0.000450653447499	0
LINC01567	0.002925687536571	0.00253807106599	0.001170275014628	0.003031834259727	0	0.002352941176471	0.003267973856209	0.00075329566855	0.001577287066246	0.002291325695581
LINC01568	0	0	0	0	0	0.000941176470588	0	0	0.000675980171248	0
LINC01569	0.004681100058514	0.003988397389413	0.007021650087771	0.003537139969682	0.007303077725613	0.007058823529412	0.007625272331155	0.005649717514124	0.00788643533123	0.004909983633388
LINC01570	0	0	0	0	0	0	0	0	0	0
LINC01571	0	0	0	0	0	0	0	0	0	0
LINC01572	0.001170275014628	0.003988397389413	0.005851375073142	0.003537139969682	0.006259780907668	0.006117647058824	0.013071895424837	0.0015065913371	0.00811176205498	0.014402618657938
LINC01574	0	0	0	0	0	0	0	0	0	0
LINC01578	0.26623756582797	0.357142857142857	0.302516091281451	0.150075795856493	0.392801251956182	0.224	0.44880174291939	0.317514124293785	0.165840468679585	0.176759410801964
LINC01579	0	0	0	0	0	0	0	0	0	0
LINC01580	0	0	0	0	0	0	0	0.000376647834275	0	0
LINC01581	0	0	0	0	0	0	0	0	0	0
LINC01582	0	0	0	0	0	0	0	0	0	0
LINC01583	0.000585137507314	0.000725163161711	0	0.000505305709955	0.000521648408972	0	0.001089324618736	0.000376647834275	0.000225326723749	0.000327332242226
LINC01584	0	0	0	0	0	0	0	0	0	0
LINC01585	0.000585137507314	0.001450326323423	0.003510825043885	0.004042445679636	0.002608242044862	0.000941176470588	0.001089324618736	0.001883239171375	0.004506534474989	0.001963993453355
LINC01586	0	0.000725163161711	0.001755412521943	0.000505305709955	0	0	0	0.001129943502825	0.000675980171248	0.000981996726678
LINC01587	0	0	0.000585137507314	0	0	0	0	0	0	0.000327332242226
LINC01588	0.007021650087771	0.012327773749094	0.007021650087771	0.019706922688226	0.007303077725613	0.016941176470588	0.009803921568627	0.013559322033898	0.008337088778729	0.008510638297872
LINC01589	0	0	0.000585137507314	0	0.000521648408972	0.000470588235294	0	0	0.000225326723749	0
LINC01590	0.001170275014628	0.000362581580856	0.001755412521943	0.002526528549773	0	0.000941176470588	0.001089324618736	0.001129943502825	0.000675980171248	0.002291325695581
LINC01591	0	0	0	0	0	0	0	0	0	0
LINC01592	0	0	0	0	0	0	0	0	0	0
LINC01593	0	0	0	0	0	0	0	0	0	0
LINC01594	0	0	0	0	0	0	0	0	0	0
LINC01596	0.001170275014628	0	0.001170275014628	0.000505305709955	0	0.000470588235294	0	0	0.000225326723749	0.000327332242226
LINC01597	0.001755412521943	0	0.000585137507314	0	0	0.001411764705882	0.001089324618736	0	0.000901306894998	0
LINC01598	0	0	0	0	0	0	0	0	0	0
LINC01599	0	0.00253807106599	0	0.000505305709955	0.001564945226917	0.007058823529412	0	0.00225988700565	0.001126633618747	0.001309328968903
LINC01600	0	0	0.000585137507314	0.000505305709955	0.001043296817945	0.000941176470588	0.001089324618736	0	0.000901306894998	0.000654664484452
LINC01601	0	0	0	0	0	0	0	0	0	0
LINC01602	0.001170275014628	0.000725163161711	0.000585137507314	0.002526528549773	0.000521648408972	0.001411764705882	0	0.000376647834275	0.000901306894998	0.000981996726678
LINC01603	0	0	0	0	0	0	0	0	0	0
LINC01605	0	0	0	0	0.001043296817945	0	0	0.001129943502825	0.000225326723749	0.000327332242226
LINC01606	0	0	0	0.001010611419909	0	0.002352941176471	0	0	0.000225326723749	0.000654664484452
LINC01607	0.002340550029257	0	0.000585137507314	0	0	0	0	0	0	0.000327332242226
LINC01608	0	0	0	0	0	0	0	0	0	0
LINC01609	0	0	0	0	0	0	0	0	0	0
LINC01611	0	0	0	0	0	0	0	0	0	0
LINC01612	0.002925687536571	0	0	0.000505305709955	0	0	0	0	0.001351960342497	0
LINC01613	0	0	0	0	0	0	0	0	0	0
LINC01614	0	0.000725163161711	0	0	0	0	0	0.000376647834275	0	0
LINC01615	0	0	0	0	0	0	0	0	0.000675980171248	0.000327332242226
LINC01616	0	0	0	0	0	0	0	0	0	0
LINC01617	0.000585137507314	0.00507614213198	0.001755412521943	0.003031834259727	0.005738132498696	0.001411764705882	0.007625272331155	0.006026365348399	0.002253267237494	0.006546644844517
LINC01618	0	0.000362581580856	0	0	0.000521648408972	0.000941176470588	0	0	0	0
LINC01619	0	0.001450326323423	0.001755412521943	0	0.001043296817945	0	0.003267973856209	0.000376647834275	0.000450653447499	0
LINC01620	0.000585137507314	0	0	0	0	0	0	0.000376647834275	0.000450653447499	0
LINC01621	0	0	0	0	0	0	0	0	0	0
LINC01622	0	0	0	0	0	0	0	0	0	0
LINC01623	0.096547688706846	0.151921682378535	0.217086015213575	0.30166750884285	0.232655190401669	0.420705882352941	0.355119825708061	0.16346516007533	0.477692654348806	0.479541734860884
LINC01624	0	0.001450326323423	0	0	0.002086593635889	0	0	0.001129943502825	0	0.000327332242226
LINC01625	0.000585137507314	0	0.000585137507314	0	0	0.000470588235294	0	0.00075329566855	0.000225326723749	0
LINC01626	0	0	0	0	0	0	0	0	0	0
LINC01628	0	0	0	0	0	0	0	0	0	0
LINC01629	0	0	0	0	0	0	0	0	0	0
LINC01630	0.001170275014628	0.00253807106599	0.000585137507314	0.000505305709955	0.000521648408972	0.000941176470588	0.002178649237473	0.00075329566855	0.001802613789996	0.001309328968903
LINC01633	0	0	0	0	0	0	0	0	0	0
LINC01634	0	0.000362581580856	0	0.002526528549773	0.000521648408972	0.000470588235294	0.001089324618736	0.00075329566855	0.000901306894998	0.000327332242226
LINC01635	0.003510825043885	0.00253807106599	0.002925687536571	0.002021222839818	0.001043296817945	0.005176470588235	0.002178649237473	0.002636534839925	0.003154574132492	0.000981996726678
LINC01637	0.007606787595085	0.025380710659899	0.012287887653599	0.015159171298636	0.049556598852374	0.039058823529412	0.018518518518519	0.044444444444445	0.016448850833709	0.020621931260229
LINC01638	0	0.000725163161711	0	0.000505305709955	0	0.001411764705882	0	0	0.000675980171248	0.000654664484452
LINC01639	0	0	0	0	0	0	0	0	0	0
LINC01640	0	0	0	0	0	0	0	0	0	0
LINC01644	0	0	0	0	0	0	0	0	0.000225326723749	0
LINC01645	0	0	0	0.002526528549773	0.002608242044862	0	0	0	0.000675980171248	0.001636661211129
LINC01646	0	0	0	0	0	0	0	0	0	0
LINC01647	0	0	0	0.000505305709955	0.000521648408972	0	0.001089324618736	0.000376647834275	0.000225326723749	0.000327332242226
LINC01648	0	0	0	0	0	0	0.001089324618736	0.000376647834275	0	0
LINC01649	0	0	0	0	0.000521648408972	0	0	0	0	0
LINC01650	0	0	0	0	0	0	0	0	0	0
LINC01653	0	0.000362581580856	0.000585137507314	0.000505305709955	0.000521648408972	0.000470588235294	0	0.000376647834275	0.000450653447499	0.000327332242226
LINC01654	0	0	0.000585137507314	0.001010611419909	0	0	0	0	0	0
LINC01655	0	0.000362581580856	0	0	0.000521648408972	0	0	0	0	0
LINC01656	0	0	0	0	0	0	0	0	0	0
LINC01657	0	0	0	0.000505305709955	0	0	0	0	0.000225326723749	0
LINC01658	0.000585137507314	0	0.001170275014628	0.000505305709955	0	0	0.001089324618736	0	0.000450653447499	0.001636661211129
LINC01659	0.002340550029257	0	0.002340550029257	0.002526528549773	0.000521648408972	0	0	0	0.001351960342497	0.002618657937807
LINC01660	0	0	0	0	0	0	0	0	0	0
LINC01661	0	0	0	0	0	0	0	0	0	0
LINC01662	0	0	0	0	0	0	0	0	0	0
LINC01663	0	0	0	0	0	0	0	0	0	0
LINC01664	0	0.001812907904278	0	0.001010611419909	0.003129890453834	0.000941176470588	0	0.000376647834275	0.001577287066246	0.009165302782324
LINC01665	0	0	0	0	0	0	0	0	0	0
LINC01667	0.000585137507314	0.000362581580856	0.000585137507314	0	0	0.000941176470588	0.001089324618736	0.000376647834275	0.000225326723749	0.000654664484452
LINC01668	0	0	0	0	0	0	0	0	0	0
LINC01669	0	0	0	0	0	0	0	0	0	0
LINC01671	0	0	0	0	0	0.000470588235294	0	0	0	0.000327332242226
LINC01672	0	0	0	0	0	0	0	0	0	0
LINC01674	0	0	0	0	0	0	0	0	0	0
LINC01675	0.000585137507314	0.000362581580856	0.000585137507314	0.000505305709955	0.000521648408972	0.000470588235294	0	0.001129943502825	0.000450653447499	0
LINC01676	0	0	0.001170275014628	0	0.000521648408972	0.000941176470588	0	0.000376647834275	0.000450653447499	0.000654664484452
LINC01677	0	0	0	0	0	0	0	0	0	0
LINC01678	0.0040959625512	0.01849166062364	0.008777062609713	0.013137948458818	0.004694835680751	0.016941176470588	0.015250544662309	0.018079096045198	0.008787742226228	0.013747954173486
LINC01679	0.001170275014628	0.000725163161711	0	0.000505305709955	0	0.000941176470588	0	0	0	0.000327332242226
LINC01680	0	0	0	0	0	0	0	0	0	0
LINC01681	0	0	0	0	0	0	0	0	0	0
LINC01682	0	0	0	0	0	0	0	0	0	0
LINC01683	0	0	0	0	0	0	0	0	0	0
LINC01684	0.043885313048566	0.011240029006527	0.040374488004681	0.046993431025771	0.015127803860198	0.039058823529412	0.025054466230937	0.010169491525424	0.044614691302389	0.018657937806874
LINC01685	0.000585137507314	0	0	0	0	0	0	0	0	0
LINC01686	0	0.000362581580856	0.000585137507314	0	0.001043296817945	0.000470588235294	0	0.000376647834275	0.001126633618747	0.001963993453355
LINC01687	0	0	0	0	0	0	0	0	0	0
LINC01688	0	0	0	0	0	0	0	0	0	0
LINC01689	0	0.000362581580856	0	0	0.000521648408972	0.000470588235294	0.001089324618736	0	0	0.000327332242226
LINC01692	0.001170275014628	0.000362581580856	0.001170275014628	0.001515917129864	0.002086593635889	0.001411764705882	0	0.001129943502825	0.000450653447499	0.001636661211129
LINC01693	0	0	0	0	0	0	0	0	0	0
LINC01694	0.01521357519017	0.003625815808557	0.012287887653599	0.024759979787772	0.00886802295253	0.007529411764706	0.021786492374728	0.006403013182674	0.040784136998648	0.01342062193126
LINC01695	0.001170275014628	0.00253807106599	0	0.002021222839818	0.001564945226917	0.001882352941176	0.001089324618736	0.001883239171375	0.001351960342497	0.002291325695581
LINC01696	0	0	0	0	0	0	0	0	0	0
LINC01697	0	0	0	0	0	0	0	0	0.000225326723749	0
LINC01698	0	0	0	0	0	0	0	0	0	0
LINC01699	0	0	0	0	0	0	0	0	0	0
LINC01700	0	0	0	0.000505305709955	0	0.000470588235294	0	0.000376647834275	0.000450653447499	0
LINC01703	0.002925687536571	0	0.001170275014628	0.000505305709955	0.000521648408972	0.000941176470588	0	0.00075329566855	0.002253267237494	0.001309328968903
LINC01704	0	0	0	0	0	0	0	0	0	0
LINC01706	0	0	0	0	0	0	0	0	0	0.000327332242226
LINC01707	0	0	0	0	0	0	0	0	0	0
LINC01708	0	0	0	0	0.000521648408972	0	0	0	0	0
LINC01710	0	0	0	0	0	0	0	0	0	0
LINC01711	0	0	0	0	0	0	0	0	0	0
LINC01712	0	0	0	0	0	0	0	0	0	0
LINC01713	0	0	0	0	0	0	0	0	0	0
LINC01714	0	0	0	0	0	0	0	0	0.000450653447499	0
LINC01715	0.076067875950849	0.052936910804931	0.047396138092452	0.017685699848408	0.122065727699531	0.018823529411765	0.068627450980392	0.099811676082863	0.020279405137449	0.038297872340426
LINC01716	0	0	0	0	0	0	0	0	0	0
LINC01717	0	0	0	0	0	0	0	0	0	0
LINC01718	0	0	0	0	0	0	0	0	0	0
LINC01719	0.005851375073142	0.000362581580856	0.002340550029257	0.001515917129864	0.001043296817945	0	0.002178649237473	0	0.000901306894998	0.000981996726678
LINC01720	0.000585137507314	0.000725163161711	0	0.001515917129864	0.000521648408972	0	0	0.001883239171375	0.000225326723749	0.000327332242226
LINC01721	0	0	0	0	0	0	0	0	0.000225326723749	0
LINC01722	0.000585137507314	0.000362581580856	0.002340550029257	0.001010611419909	0.000521648408972	0.000470588235294	0.001089324618736	0.00075329566855	0.001351960342497	0.000654664484452
LINC01723	0	0	0	0	0	0	0	0	0	0
LINC01724	0	0	0.000585137507314	0	0	0	0	0	0	0
LINC01725	0.007021650087771	0.00507614213198	0.008777062609713	0.0055583628095	0.002086593635889	0.006117647058824	0.007625272331155	0.008286252354049	0.005858494817485	0.006546644844517
LINC01726	0.000585137507314	0.000362581580856	0.000585137507314	0	0	0	0	0	0	0
LINC01727	0	0	0	0	0	0	0	0	0	0
LINC01728	0	0	0	0	0	0	0	0	0	0
LINC01729	0	0	0	0	0	0	0	0	0	0
LINC01730	0	0.00253807106599	0.000585137507314	0	0.000521648408972	0.000941176470588	0	0.00075329566855	0.000450653447499	0.000654664484452
LINC01732	0	0	0	0	0.000521648408972	0	0	0	0	0
LINC01733	0.000585137507314	0.002175489485134	0.001755412521943	0.001010611419909	0.000521648408972	0.000941176470588	0.003267973856209	0.0030131826742	0.001802613789996	0.001636661211129
LINC01734	0	0	0	0	0	0	0	0	0	0
LINC01736	0	0.003988397389413	0	0	0	0	0	0.00075329566855	0	0.000327332242226
LINC01737	0	0	0	0	0	0	0	0	0	0
LINC01739	0	0	0	0	0	0	0	0	0	0
LINC01740	0	0	0	0.000505305709955	0	0.000941176470588	0	0	0	0
LINC01741	0	0	0	0.000505305709955	0.000521648408972	0	0	0	0.000225326723749	0.000327332242226
LINC01742	0	0	0	0	0	0	0	0	0	0
LINC01743	0	0	0	0	0	0	0	0	0	0
LINC01744	0	0.000725163161711	0.001170275014628	0.000505305709955	0	0.000470588235294	0.001089324618736	0.0015065913371	0.000450653447499	0.000654664484452
LINC01745	0	0	0	0	0	0	0	0	0	0
LINC01747	0	0	0	0.000505305709955	0	0	0	0	0.000901306894998	0.000327332242226
LINC01748	0	0.000362581580856	0.000585137507314	0.001010611419909	0.001564945226917	0.000941176470588	0.004357298474946	0.001129943502825	0.000450653447499	0.000327332242226
LINC01749	0	0	0	0	0	0	0	0	0	0
LINC01750	0.011702750146284	0.014865844815083	0.028671737858397	0.017180394138454	0.018257694314032	0.018352941176471	0.017429193899782	0.012052730696799	0.035150968904912	0.026186579378069
LINC01751	0	0	0	0	0	0	0	0	0	0
LINC01752	0	0	0	0	0.001043296817945	0	0	0.001129943502825	0.000225326723749	0
LINC01753	0	0	0	0	0	0	0	0	0	0
LINC01754	0.000585137507314	0.000362581580856	0.001755412521943	0.001010611419909	0.001043296817945	0.002352941176471	0.003267973856209	0.00225988700565	0.001577287066246	0.001309328968903
LINC01755	0	0	0	0	0	0	0	0	0	0
LINC01756	0	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0
LINC01758	0	0	0	0	0	0	0	0	0	0
LINC01759	0.000585137507314	0.001812907904278	0.001170275014628	0	0.007824726134585	0.001882352941176	0.002178649237473	0.0030131826742	0.002703920684993	0.001309328968903
LINC01760	0	0	0	0	0	0	0	0	0	0
LINC01761	0	0	0.000585137507314	0.000505305709955	0	0	0	0.000376647834275	0	0.000327332242226
LINC01762	0	0.000362581580856	0.000585137507314	0.001010611419909	0.000521648408972	0.000470588235294	0	0.000376647834275	0.000225326723749	0.000654664484452
LINC01763	0	0	0.000585137507314	0.000505305709955	0	0	0	0.000376647834275	0	0
LINC01766	0	0	0	0	0	0	0	0	0	0
LINC01767	0	0	0	0	0	0	0	0	0	0
LINC01770	0.01111761263897	0	0.007021650087771	0.014148559878727	0	0.001882352941176	0	0.000376647834275	0.007435781883731	0
LINC01771	0.001170275014628	0.000725163161711	0.001170275014628	0.000505305709955	0.002608242044862	0.005647058823529	0	0.001129943502825	0.002253267237494	0.007855973813421
LINC01772	0.0040959625512	0.003263234227701	0	0.005053057099545	0.004694835680751	0.007058823529412	0	0.009416195856874	0.003605227579991	0.003273322422259
LINC01774	0	0	0	0	0	0	0	0	0	0
LINC01775	0.001170275014628	0	0	0.001010611419909	0.001564945226917	0.001411764705882	0	0	0.000450653447499	0.000327332242226
LINC01776	0	0.001450326323423	0.001170275014628	0.000505305709955	0	0.000470588235294	0	0.000376647834275	0	0
LINC01777	0	0	0	0	0	0	0	0	0	0
LINC01778	0	0	0	0	0	0	0	0	0	0
LINC01780	0	0	0	0.000505305709955	0	0	0	0	0	0.000327332242226
LINC01781	0	0.014140681653372	0.001170275014628	0	0.006781429316641	0.002823529411765	0.007625272331155	0.00376647834275	0.000450653447499	0.000327332242226
LINC01782	0.000585137507314	0.001812907904278	0	0.001515917129864	0.001043296817945	0.001882352941176	0.001089324618736	0.0015065913371	0.000225326723749	0.001963993453355
LINC01783	0	0.000362581580856	0.001755412521943	0.001515917129864	0.001043296817945	0.000941176470588	0.002178649237473	0	0.002027940513745	0.000981996726678
LINC01784	0	0	0	0	0	0	0	0	0	0
LINC01785	0	0	0	0	0	0	0	0	0	0
LINC01787	0	0	0	0	0	0	0	0	0	0.000327332242226
LINC01788	0	0	0	0	0	0	0	0	0	0
LINC01790	0	0	0	0	0	0	0	0	0	0
LINC01791	0	0	0	0	0	0	0	0	0	0
LINC01792	0.004681100058514	0.001087744742567	0.001755412521943	0.005053057099545	0.002086593635889	0.001411764705882	0.002178649237473	0.0030131826742	0.005633168093736	0.005237315875614
LINC01793	0.000585137507314	0	0.000585137507314	0.000505305709955	0	0	0	0	0	0
LINC01795	0	0	0	0	0	0	0	0	0.000225326723749	0
LINC01796	0	0	0	0	0	0.000470588235294	0	0	0	0.000327332242226
LINC01797	0	0	0	0	0	0	0	0	0	0
LINC01798	0.002925687536571	0	0.002340550029257	0.000505305709955	0.001043296817945	0.000470588235294	0	0.00075329566855	0.000901306894998	0.000654664484452
LINC01799	0.000585137507314	0	0.000585137507314	0	0	0	0	0	0	0
LINC01800	0.000585137507314	0.000362581580856	0.001755412521943	0.000505305709955	0.006259780907668	0.009411764705882	0.001089324618736	0.001129943502825	0.004281207751239	0.002618657937807
LINC01801	0	0	0.000585137507314	0.003537139969682	0	0.000941176470588	0	0	0.001126633618747	0.001636661211129
LINC01802	0	0	0	0	0	0	0.001089324618736	0	0.000225326723749	0
LINC01803	0	0	0	0	0	0	0	0	0	0
LINC01804	0	0	0	0	0	0	0	0	0	0.000327332242226
LINC01805	0	0	0	0	0	0.000470588235294	0	0	0	0
LINC01806	0.009947337624342	0.001812907904278	0.012287887653599	0.024254674077817	0.002086593635889	0.011764705882353	0.0119825708061	0.002636534839925	0.02410995944119	0.006546644844517
LINC01809	0	0	0	0	0	0	0	0.000376647834275	0	0
LINC01810	0	0	0	0	0	0	0	0	0	0
LINC01812	0	0	0	0	0	0	0	0	0	0
LINC01813	0	0	0	0	0	0	0	0	0	0
LINC01814	0.006436512580456	0.02102973168963	0.003510825043885	0.0055583628095	0.018779342723005	0.013176470588235	0.007625272331155	0.024105461393597	0.005633168093736	0.004909983633388
LINC01815	0	0	0.000585137507314	0	0	0	0	0	0	0
LINC01816	0.001170275014628	0.00253807106599	0.001755412521943	0.001010611419909	0.002608242044862	0.000941176470588	0.003267973856209	0.004519774011299	0.000450653447499	0.003273322422259
LINC01817	0	0	0	0	0	0	0	0	0	0
LINC01819	0	0.000725163161711	0.001755412521943	0.001010611419909	0.000521648408972	0.001411764705882	0	0.00075329566855	0.000450653447499	0.001309328968903
LINC01820	0	0	0	0	0.000521648408972	0	0	0	0	0.000654664484452
LINC01821	0	0	0	0	0	0	0	0	0.000450653447499	0
LINC01822	0	0	0	0	0	0	0	0	0	0
LINC01826	0	0	0	0	0	0	0	0.000376647834275	0.000225326723749	0
LINC01828	0	0	0	0	0	0	0	0.000376647834275	0	0
LINC01829	0.000585137507314	0	0.000585137507314	0	0	0	0	0	0	0
LINC01831	0	0	0	0	0	0	0	0	0	0
LINC01832	0	0.000362581580856	0	0	0	0	0	0	0	0
LINC01833	0	0	0.000585137507314	0.002021222839818	0	0	0.001089324618736	0	0.002929247408743	0.004255319148936
LINC01835	0.07899356348742	0.006526468455402	0.085430076067876	0.191005558362809	0.031298904538341	0.019764705882353	0.183006535947712	0.002636534839925	0.247183415953132	0.641571194762684
LINC01838	0	0	0	0	0	0	0	0	0	0
LINC01840	0.000585137507314	0.000725163161711	0	0.001010611419909	0	0.000470588235294	0.003267973856209	0.000376647834275	0.000225326723749	0.001309328968903
LINC01841	0.000585137507314	0	0.000585137507314	0.001515917129864	0.002086593635889	0.001411764705882	0.001089324618736	0	0	0
LINC01842	0.000585137507314	0.000362581580856	0	0.000505305709955	0	0.000941176470588	0.001089324618736	0.001129943502825	0.000675980171248	0
LINC01843	0.000585137507314	0.000725163161711	0.000585137507314	0.001010611419909	0	0.000941176470588	0	0.0015065913371	0.001351960342497	0.000327332242226
LINC01844	0	0.000362581580856	0	0	0	0.000470588235294	0	0	0	0
LINC01845	0	0	0	0	0	0	0	0	0	0
LINC01846	0	0	0	0	0	0	0	0	0	0
LINC01847	0	0	0	0	0	0	0	0	0	0
LINC01848	0	0	0	0	0	0.000470588235294	0	0	0	0
LINC01849	0	0	0	0	0	0	0	0	0	0
LINC01851	0	0	0	0	0	0	0	0	0	0
LINC01852	0.001170275014628	0.001812907904278	0.001170275014628	0	0	0	0	0.0015065913371	0.000225326723749	0
LINC01854	0	0	0	0	0	0	0	0	0	0
LINC01855	0	0	0	0	0	0	0	0	0	0
LINC01856	0	0.001450326323423	0.001755412521943	0.001010611419909	0	0.000470588235294	0	0.000376647834275	0.000225326723749	0.000981996726678
LINC01857	0.002340550029257	0.00253807106599	0.000585137507314	0.001010611419909	0.001043296817945	0.006117647058824	0.001089324618736	0.001883239171375	0.000901306894998	0.000654664484452
LINC01858	0.002340550029257	0.001450326323423	0.001170275014628	0.002526528549773	0.001564945226917	0.002352941176471	0.001089324618736	0.004143126177024	0.002929247408743	0.001636661211129
LINC01859	0	0	0	0	0	0	0	0	0	0
LINC01861	0	0	0	0	0	0	0	0	0	0
LINC01864	0.001170275014628	0	0.000585137507314	0.000505305709955	0.000521648408972	0	0	0.000376647834275	0.000675980171248	0.000654664484452
LINC01865	0	0	0	0	0	0	0	0	0	0
LINC01867	0	0	0	0	0	0	0	0	0	0
LINC01869	0	0	0	0	0	0	0	0	0	0
LINC01872	0	0.000362581580856	0	0.000505305709955	0	0.000941176470588	0	0	0.000450653447499	0
LINC01873	0.002340550029257	0.000725163161711	0.002340550029257	0.005053057099545	0.000521648408972	0.003294117647059	0.004357298474946	0.001129943502825	0.002027940513745	0.003600654664484
LINC01874	0	0	0	0	0	0	0	0	0.000450653447499	0.000654664484452
LINC01875	0	0	0	0	0	0	0	0	0.000675980171248	0
LINC01876	0.001755412521943	0	0.000585137507314	0	0	0.000470588235294	0.001089324618736	0	0.000675980171248	0
LINC01877	0.000585137507314	0.001087744742567	0.000585137507314	0.001010611419909	0.002086593635889	0.001882352941176	0.001089324618736	0.0015065913371	0.001577287066246	0.001309328968903
LINC01878	0	0	0	0.001010611419909	0	0	0	0.00075329566855	0.000450653447499	0.000327332242226
LINC01879	0.001170275014628	0.000725163161711	0	0.001010611419909	0.000521648408972	0.000470588235294	0.001089324618736	0.00075329566855	0.000225326723749	0
