cell,altA54lyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category
cy79_p3_CD45_neg_PDL1_neg_G10_S274_comb,215,2,7,6,1,3,2,17,3,11,6,2,4,6,1,11,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_G12_S276_comb,216,2,7,6,1,3,5,17,3,11,5,2,3,6,1,12,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H01_S277_comb,216,2,7,6,1,3,4,17,3,11,5,2,3,6,1,12,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H02_S278_comb,278,2,7,6,1,3,4,17,5,3,5,54,3,6,1,8,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H04_S280_comb,227,2,7,6,1,3,4,1,1,11,5,2,4,6,1,9,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H05_S281_comb,254,2,7,6,1,3,4,11,1,1,5,54,1,6,1,5,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb,254,2,7,6,1,3,4,17,1,1,5,2,2,6,1,12,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H07_S283_comb,194,2,7,6,1,3,4,11,3,11,0,2,1,6,1,5,Endo,Endothelial.
cy79_p3_CD45_neg_PDL1_neg_H10_S286_comb,246,2,7,6,1,3,2,17,3,1,6,54,2,6,1,12,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H11_S287_comb,284,3,8,6,2,3,19,17,4,14,12,2,1,6,1,14,Mal,Tumour
cy79_p3_CD45_neg_PDL1_neg_H12_S288_comb,216,2,7,6,1,3,5,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p3_CD45_pos_PD1_neg_A04_S100_comb,278,1,2,3,5,1,22,2,10,7,4,54,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_A05_S101_comb,278,1,2,3,5,1,22,27,6,7,8,54,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_A07_S103_comb,278,1,1,4,5,1,12,18,6,2,2,54,1,4,3,10,T cell,Immune
cy79_p3_CD45_pos_PD1_neg_A08_S104_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_A09_S105_comb,278,1,2,3,5,1,22,27,10,7,4,54,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_A10_S106_comb,279,1,1,4,5,1,10,9,6,2,2,51,1,4,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_neg_B10_S118_comb,278,1,2,3,5,1,22,27,10,7,8,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_B11_S119_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_B12_S120_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_C02_S122_comb,277,1,2,3,5,1,22,2,14,7,8,54,2,3,3,7,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_C05_S125_comb,278,1,2,3,5,1,22,2,6,7,8,4,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_C06_S126_comb,184,1,2,3,5,1,22,9,16,2,8,3,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_C07_S127_comb,278,1,2,3,5,1,22,2,6,7,4,3,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_C09_S129_comb,278,1,1,7,5,1,10,18,10,2,15,51,1,2,3,10,T.CD4,Immune
cy79_p3_CD45_pos_PD1_neg_C10_S130_comb,277,1,2,3,5,1,22,2,14,2,8,3,2,3,3,7,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_C11_S131_comb,215,1,2,3,5,1,22,27,3,2,4,54,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_E01_S145_comb,278,1,2,3,5,1,22,27,10,7,8,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_E02_S146_comb,278,1,1,4,5,1,12,19,10,2,2,54,1,2,3,10,T cell,Immune
cy79_p3_CD45_pos_PD1_neg_E04_S148_comb,279,1,1,4,5,1,12,18,6,2,2,51,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_neg_E05_S149_comb,48,2,2,3,5,5,22,27,13,2,4,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_E06_S150_comb,278,1,1,4,5,1,10,18,10,2,2,51,1,4,3,4,T cell,Immune
cy79_p3_CD45_pos_PD1_neg_E07_S151_comb,227,1,1,4,5,1,12,9,14,2,2,51,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_neg_E08_S152_comb,215,2,1,7,5,1,10,9,3,2,2,54,1,4,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_neg_E09_S153_comb,280,1,1,1,4,1,17,9,8,8,1,23,1,2,3,2,NK,Immune
cy79_p3_CD45_pos_PD1_neg_E10_S154_comb,278,1,2,3,5,1,22,9,10,7,8,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_E11_S155_comb,278,1,2,3,5,1,22,27,10,7,8,54,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_F01_S157_comb,277,1,2,3,5,1,22,2,14,7,4,4,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_F03_S159_comb,279,1,2,3,5,1,22,27,6,2,8,54,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_F05_S161_comb,227,1,2,3,5,1,22,27,3,7,8,4,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_F07_S163_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_F08_S164_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_F09_S165_comb,279,1,1,4,5,1,10,9,6,8,2,51,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_neg_F12_S168_comb,279,1,1,7,5,1,17,18,6,2,2,51,1,4,3,4,T cell,Immune
cy79_p3_CD45_pos_PD1_neg_G01_S169_comb,278,1,2,3,5,1,23,2,10,7,4,4,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G02_S170_comb,278,1,2,3,5,1,20,14,10,7,8,3,2,3,3,20,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G03_S171_comb,184,1,2,3,5,1,22,9,3,2,8,3,1,3,3,2,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G04_S172_comb,278,1,2,3,5,1,23,29,10,7,8,54,2,3,3,20,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G05_S173_comb,278,1,2,3,5,1,23,2,10,7,8,4,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G06_S174_comb,278,1,2,3,5,1,23,2,10,7,4,54,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G07_S175_comb,278,1,2,3,5,1,22,2,10,7,8,3,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G09_S177_comb,278,1,2,3,5,1,22,2,10,7,8,4,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G10_S178_comb,279,1,2,3,5,1,23,2,6,7,8,4,1,3,3,7,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G11_S179_comb,278,1,2,3,5,1,23,2,10,7,4,4,2,3,3,7,B cell,Immune
cy79_p3_CD45_pos_PD1_neg_G12_S180_comb,278,1,2,3,5,1,22,2,10,7,8,54,1,3,3,10,B cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A02_S386_comb,278,1,1,5,4,2,15,15,10,2,3,37,2,5,3,20,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A08_S392_comb,273,1,1,5,4,1,16,9,14,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A10_S394_comb,184,2,1,5,5,5,11,9,14,2,0,54,1,5,4,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A11_S395_comb,278,1,1,4,5,1,11,9,6,2,2,30,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A12_S396_comb,279,1,1,1,4,1,16,9,6,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B01_S397_comb,278,1,1,4,4,1,16,24,10,2,3,54,1,2,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B02_S398_comb,278,1,8,1,4,1,15,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B03_S399_comb,279,1,3,11,4,8,27,24,6,2,1,28,1,11,5,10,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B05_S401_comb,278,1,8,1,4,2,15,24,10,2,1,34,1,1,1,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B06_S402_comb,278,1,8,1,5,1,11,9,10,2,2,30,1,2,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B07_S403_comb,277,2,8,1,5,1,11,9,14,2,2,54,1,2,7,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B08_S404_comb,279,1,8,1,4,1,15,24,6,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B09_S405_comb,277,1,1,1,4,1,11,24,10,2,3,29,1,2,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B10_S406_comb,278,1,1,5,4,1,39,24,10,2,1,34,1,5,3,10,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B11_S407_comb,279,1,1,1,4,1,16,24,6,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B12_S408_comb,231,2,1,4,5,1,11,18,14,2,2,30,1,2,3,4,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C01_S409_comb,279,1,1,1,4,2,15,24,6,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C03_S411_comb,232,2,1,1,4,6,16,9,14,2,1,54,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C04_S412_comb,277,1,1,1,5,1,11,9,10,2,2,30,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C06_S414_comb,278,1,1,1,5,1,11,9,10,2,2,34,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C08_S416_comb,227,2,1,4,5,1,11,9,3,2,0,30,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C09_S417_comb,278,1,1,4,5,1,11,9,10,2,1,54,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C10_S418_comb,278,1,3,11,4,2,27,15,10,2,1,54,1,11,5,10,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C11_S419_comb,278,1,1,4,5,1,16,18,6,2,2,34,1,2,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C12_S420_comb,251,1,1,5,4,1,16,9,1,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D01_S421_comb,279,1,1,1,4,2,16,9,6,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D02_S422_comb,215,2,1,1,5,1,11,9,3,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D08_S428_comb,278,1,1,1,4,1,15,9,10,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D10_S430_comb,280,1,1,1,4,1,17,9,8,8,2,30,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D12_S432_comb,279,1,1,1,5,1,11,9,6,2,2,34,1,2,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E01_S433_comb,278,1,1,4,4,1,16,9,10,2,1,54,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E02_S434_comb,278,1,1,4,5,1,11,9,10,2,0,54,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E05_S437_comb,232,1,1,1,5,1,11,9,14,2,3,30,1,2,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E06_S438_comb,278,1,3,11,4,2,27,9,10,2,2,34,1,11,5,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E07_S439_comb,277,1,1,1,4,1,16,9,10,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E08_S440_comb,278,1,1,1,5,1,11,18,10,2,2,30,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E09_S441_comb,278,1,1,1,4,1,16,9,6,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E10_S442_comb,278,1,1,4,4,1,16,24,6,2,1,54,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E11_S443_comb,277,1,1,4,4,1,16,24,14,2,1,54,1,2,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E12_S444_comb,278,1,1,4,5,1,11,9,10,2,2,34,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F01_S445_comb,278,1,2,1,4,1,20,24,10,7,1,4,1,3,3,4,B cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F02_S446_comb,278,1,1,1,4,1,38,18,10,2,2,30,1,2,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F03_S447_comb,280,1,1,1,4,1,16,9,8,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F04_S448_comb,279,1,1,1,4,1,16,9,8,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F05_S449_comb,278,1,1,1,4,1,16,9,10,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F06_S450_comb,278,1,1,1,5,1,16,9,10,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F07_S451_comb,278,1,1,1,4,1,11,9,10,2,2,30,1,2,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F08_S452_comb,278,1,1,4,5,1,11,18,10,2,2,54,1,2,3,2,T cell,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F09_S453_comb,278,1,1,1,4,2,16,9,10,2,1,54,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F10_S454_comb,279,1,1,1,4,1,16,24,6,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F11_S455_comb,277,1,1,5,5,1,11,18,14,2,3,54,1,2,3,4,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F12_S456_comb,277,1,1,4,5,1,16,9,14,2,1,34,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G01_S457_comb,69,2,1,7,5,5,11,18,13,2,1,34,1,5,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G03_S459_comb,278,1,1,1,5,1,16,9,10,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G04_S460_comb,278,1,1,1,4,1,11,9,10,2,3,30,1,2,3,2,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G07_S463_comb,278,1,1,4,5,1,11,9,10,2,3,34,1,2,3,2,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G08_S464_comb,279,1,3,11,4,2,27,24,6,2,3,28,1,11,3,10,T.CD4,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G10_S466_comb,278,1,1,1,4,1,16,24,10,2,1,54,1,1,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G11_S467_comb,278,1,1,4,5,1,16,18,10,2,2,34,1,2,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G12_S468_comb,278,1,1,4,5,1,16,18,10,2,1,34,1,2,3,4,T.CD8,Immune
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_H10_S478_comb,278,1,1,1,4,1,16,9,10,2,1,34,1,1,3,2,T.CD8,Immune
cy79_p4_CD45_neg_PDL1_neg_A02_S1058_comb,214,2,7,6,1,3,4,17,3,11,6,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_A03_S1059_comb,214,2,7,6,1,3,4,17,16,1,12,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_A04_S1060_comb,159,2,7,6,1,3,4,17,13,11,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_A08_S1064_comb,155,2,7,6,1,3,4,11,16,1,6,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_A10_S1066_comb,215,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_A11_S1067_comb,214,2,7,6,1,3,4,11,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_A12_S1068_comb,277,2,7,6,1,3,4,11,1,11,0,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B01_S1069_comb,164,2,7,6,1,3,4,17,13,11,5,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B03_S1071_comb,193,2,7,6,1,3,4,17,3,1,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B04_S1072_comb,193,2,7,6,1,3,4,17,3,11,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B05_S1073_comb,214,2,7,6,1,3,2,11,16,11,5,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B06_S1074_comb,214,1,8,9,1,3,46,16,3,6,43,54,1,6,3,7,Endo,Endothelial.
cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb,284,3,8,8,2,4,19,28,4,14,6,54,1,6,1,3,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B08_S1076_comb,79,2,7,6,1,3,2,17,13,11,5,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B09_S1077_comb,214,2,7,6,1,3,4,17,3,2,5,2,1,6,1,4,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B10_S1078_comb,164,2,7,6,1,3,4,17,13,11,12,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B11_S1079_comb,214,2,7,6,1,3,4,17,3,11,12,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_B12_S1080_comb,72,2,7,6,1,3,4,11,13,11,6,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C02_S1082_comb,214,2,7,6,1,3,4,17,16,11,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C03_S1083_comb,97,2,7,6,1,3,4,11,13,11,6,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C04_S1084_comb,215,2,7,6,1,3,4,11,3,2,5,2,1,6,1,10,B cell,Immune
cy79_p4_CD45_neg_PDL1_neg_C05_S1085_comb,214,2,7,6,1,3,4,11,3,11,5,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb,96,2,7,6,1,3,2,11,13,2,10,2,1,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C08_S1088_comb,214,2,7,6,1,3,4,17,3,11,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C09_S1089_comb,215,2,7,6,1,3,4,17,3,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb,77,2,7,6,1,3,2,11,13,11,0,2,1,6,1,4,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C11_S1091_comb,214,2,7,6,1,3,4,17,3,1,5,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_C12_S1092_comb,193,2,7,6,1,3,4,11,3,1,0,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D01_S1093_comb,193,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D02_S1094_comb,193,2,7,6,1,3,5,17,3,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D04_S1096_comb,79,2,7,6,1,3,4,11,13,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D06_S1098_comb,227,2,7,6,1,3,4,17,1,1,5,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D08_S1100_comb,164,2,7,6,1,3,4,11,13,2,5,2,1,6,1,4,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D09_S1101_comb,277,1,1,4,5,1,12,18,10,2,2,51,1,2,3,4,T.CD4,Immune
cy79_p4_CD45_neg_PDL1_neg_D10_S1102_comb,13,2,7,6,1,5,2,9,13,2,43,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_D11_S1103_comb,214,2,7,6,1,3,5,17,3,11,6,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_E01_S1105_comb,255,2,7,6,1,3,4,11,1,1,5,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_E03_S1107_comb,148,2,7,6,1,3,4,11,13,2,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_E05_S1109_comb,254,2,7,6,1,3,4,11,3,1,42,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_E09_S1113_comb,147,2,7,6,1,3,4,9,13,1,0,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_E11_S1115_comb,251,2,7,12,1,3,4,9,1,1,12,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F01_S1117_comb,72,2,8,6,1,3,2,17,13,11,43,2,2,6,5,12,T.CD8,Immune
cy79_p4_CD45_neg_PDL1_neg_F02_S1118_comb,193,2,7,6,1,3,5,17,3,1,5,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F03_S1119_comb,97,2,7,6,1,3,2,17,13,11,12,54,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F04_S1120_comb,79,2,7,6,1,3,4,17,13,11,6,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb,35,2,7,6,1,3,2,11,13,2,6,2,2,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F06_S1122_comb,79,2,7,6,1,3,4,17,13,11,6,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F07_S1123_comb,193,2,7,6,1,3,5,17,3,11,5,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F08_S1124_comb,23,2,7,6,1,3,2,11,13,2,43,2,2,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F09_S1125_comb,282,3,8,8,2,3,19,28,2,4,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F11_S1127_comb,33,2,7,6,1,3,4,17,13,11,6,2,3,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_F12_S1128_comb,284,3,8,9,1,3,2,9,4,6,48,2,1,9,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G01_S1129_comb,164,2,7,6,1,3,4,11,13,11,12,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G02_S1130_comb,278,2,7,6,1,3,4,17,1,1,5,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G03_S1131_comb,214,2,7,6,1,3,4,17,16,1,6,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G05_S1133_comb,193,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G06_S1134_comb,193,2,7,6,1,3,4,17,3,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G07_S1135_comb,193,1,8,9,1,3,46,11,3,6,5,54,1,6,4,4,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G08_S1136_comb,95,2,7,6,1,3,2,11,13,2,5,2,1,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G09_S1137_comb,214,2,7,6,1,3,4,17,16,11,6,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G11_S1139_comb,158,2,7,6,1,3,4,11,13,11,5,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_G12_S1140_comb,227,2,7,6,1,3,4,11,1,1,5,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H01_S1141_comb,78,2,7,6,1,3,2,11,13,11,5,54,1,6,1,4,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H02_S1142_comb,193,2,7,6,1,3,4,9,3,1,6,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H03_S1143_comb,23,2,7,6,1,5,2,11,13,2,5,2,1,6,1,4,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H04_S1144_comb,193,2,7,6,1,3,4,17,3,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H05_S1145_comb,184,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H07_S1147_comb,99,2,7,6,1,3,2,11,13,11,6,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H09_S1149_comb,214,2,7,6,1,3,4,17,16,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_neg_H10_S1150_comb,94,2,7,6,1,3,4,11,13,11,5,54,1,6,1,5,Mal,Tumour
